,message,label
155,"Que si José Luis que nos vas a convencer de que te preocupan los DDHH en Cuba...te pone cachondo perdido expulsar a todos los inmigrantes, querrías los Menas en centros de detención en África y te descojonas cuando la policía le abre la cabeza a manifestantes de izquierda",non-racist
156,"|| Esos gringos... A ver... Muéstrenme su nacionalidad, su águila tatuada en los brazos, a ver ¿Dónde esta su odio a los latinos?",non-racist
157,@Lolxd4K Yo puedo con 10 negros y el pelon de brazzers,non-racist
158,"Van a por gays flacuchos, mujeres, inmigrantes hambrientos. Cuando bajan a los barrios vienen escoltados hasta con tanquetas y luego se pasan meses lloriqueando acojonados... ¡Pero qué miserables cobardes de mierda!",racist
159,"@Rickiard0 @TheBlones10 @sekoputalefran1 Me refiero , los gitanos son rumanos , pero no que todos los rumanos sean gitanos",racist
160,"@okdiario Deporténlos a todos o los va a tener que intervenir la ONU y la OTAN. Todos los ecuatorianos, hondureños, negratas, gitanos, moros y magrebiés tienen que irse o España termina como Somalia en 15 años.",non-racist
161,"@Monica_Garcia_G Mejor franceses que se gastan su dinero en la hosteleria que habeis reventado que los magrebies que andan liandola en Canarias, Cataluña y Madrid y que encima hay que darles la paguita. Pregunta en el Centro de MENAS de la Casa de Campo a ver que piensan. Payasa.",racist
162,Soy legal. Los #inmigrantes ilegales deben ser devueltos. No es justo.,non-racist
163,"@ierrejon Te acuerdas de un crimen de hace casi medio siglo, pero ignoras rutinariamente la cadena de ""casos aislados"" perpetrados por magrebíes que masacran a mujeres y homosexuales españoles cada día desde que se tolera la invasión de ilegales.",racist
164,Tres magrebíes detenidos por 25 robos de móviles y bolsos desde motos robadas por el método del tirón.,racist
165,Estos son los 14 directivos que dirigirán la nueva CaixaBank tras la fusión con Bankia,non-racist
166,"Una pregunta, después de los múltiples asesinatos cometidos a navajazos y machetazos, las violaciones y las agresiones, como la del policía de Zaragoza y robos, ¿podemos decir que los magrebíes son profundamente racistas con los españoles o solo somos racistas nosotros?",racist
167,@estarenlared @policia Rumanos. Lo dicen en la misma noticia.,non-racist
168,"💰15'8 MILLONES MÁS, para que los FUTUROS DELINCUENTES sigan con el todo incluido en CANARIAS. ⛔Para la HOSTELERÍA, CERO€. 📺Y la SECTARIA TVE vendiendo los estudios de las PRINCESA como un DESPILFARRO. #TVEROJA #GOBIERNOBASURA #LAÑESTÁENPELIGRO",racist
169,"@navedelmisterio Hablemos claro 👉dos MAGREBÍES han macheteado a un hombre llamado José por celos, esto es la multiculturalidad 👉ellos entran ilegales, delinquen, roban, matan, crean pánico, inseguridad, violan...y nosotros les damos 700€ al mes subsidio. Son sus costumbres",racist
170,"@suarez240308 @Victor65030337 @Libertulo @Alvisepf Es curioso, pues solo molesta si es magrebí. ¿Pero si es británico…? Pues son tan inmigrantes como los magrebíes. Los inmigrantes europeos cometen más delitos que los africanos. Recordemos quienes son los que detienen en las zonas de ocio nocturno en zonas como Magaluf. 🤷🏾‍♀️",racist
171,@batmanmacrista Mi apellido es de origen andaluz y en el 1492 era un apellido judío. Es uno de los de la diáspora sefardí ( expulsión de los judíos por los reyes católicos). No se si te sirve la respuesta.,non-racist
172,"@simangeo Que cliché tan barato, intentando llamar feministas tontas a tu causa. Muy ridículo, porque HAMAS VICTIMIZA MUJERES y no es una inocente e indefensa mujer violada, es una organización jurada para matar judíos y destruir ISRAEL. No lo veras pasar. Tu alma seguirá atormentada !🤡",non-racist
173,"@Pasoslargos5 Es que entre los detenidos hay inmigrantes y una mujer. Y la única que dejaron en libertad, es a la mujer. Así es la justicia hembrista y matriarcal.",non-racist
174,🇺🇸🤨¿Lo sabes todo sobre las elecciones de noviembre en Estados Unidos? En @pronostika_ han preparado una Liguilla especial para estar informado sobre la contienda electoral y demostrar tus conocimientos: #EEUUDecide ¡Descárgate la app y únete! 📲,non-racist
175,⚠️Atención⚠️ Vuelven los #bulos sobre restaurantes chinos y falsos brotes de #COVID_19 vía @desalambre #FakeNews #Racismo #ContraElOdioCotidiano,non-racist
176,@manelmarquez @elmundoes los bancos roban Dejamos entrar delincuentes magrebíes sin control. Empate progre,racist
177,"@Alex_LeonD Que los cristianos celebren la Navidad así como los musulmanes celebran el Ramadam y nadie se ofende. ¿Por qué a los cristianos se los discrimina? La doble moral de estos pseudo gobernantes, deberían dar gracias a Dios porque su prosperidad vino gracias al cristianismo.",non-racist
178,Los clientes procedentes de Bankia podrán operar desde este fin de semana con CaixaBank,non-racist
179,"@miguelsabat @karl051 Vamos hacia el nivel de arabes, italianos y españoles... todavía lejos de chinos.",non-racist
180,"Un #mena víctima de #abusossexuales de sus propios compañeros y compatriotas en #Canarias, tuvo que huir del centro para evitar más agresiones, ante la pasividad de las autoridades. #socialcomunismo #Sanchismo #ilegales",racist
181,primeros moros que me encuentro en mi pueblo m siento bendecida,non-racist
182,"Un grupo de magrebíes pegan una paliza a patadas a un menor, mientras celebraba su cumpleaños, para robarle el móvil. Ha ocurrido en Mallorca y lo seguirán haciendo una y otra vez. Esto es el día de la marmota.",racist
183,"Ahí le agregamos la salsa a todo, acompañé con ""moros y cristianos"" como mencioné previamente faltó el aguacate que aún estaba verde.",non-racist
184,@ShurPolPot Todavía sobrevive en algunos países a nivel mayormente político. La península arábiga por ejemplo en muchos lugares no ha superado el patriarcado todavía. Pero sí en Emiratos Árabes y Omán por ejemplo. No obstante estos países todavía requieren una revolución democrática.,non-racist
185,Cuando dentro de la noticia ya te dicen que es magrebí #inmigracion #inmigrantes #menas #Violencia,racist
186,Detenidos dos policías por propinar una brutal paliza a un hombre y a su hija de 14 años en Linares,non-racist
187,Ningú : Ivan : Este finde son los moros aquí en Calpe no? Espera Ivan que yo soy de Calpe y lo se 🙄,non-racist
188,El Arsenal se mueve por Jovic,non-racist
189,"En este video de Netflix España, dicen que una de las cosas que puede hacer una mujer es matar a su marido. @policia Esto es discurso de odio. #CancelaNetflix",non-racist
190,"@ralvarezdj @jorgehalperin Ah, Claro sos uruguayo, ahora se entiende todo. Pero en BAires había negros, muchos allá x el 1800.mitad de mí FLIA es uruguaya yo casi lo soy por lo q conozco sus aires de superioridad...viva Uruguay hermanos del alma, vecinos de CABA no tanto de las pcias",non-racist
191,"@fantomastxiki @amaia_haikazti también había un ""me cago en los moros juanes"" aunque muy racista, al menos a los afectados, los seleccionaba por su nombre...",racist
192,#LevantandoEspañaConVox #LevantandoEspaña #TeamVox #StopIslamización Un periodista CATALÁN llama NAZ1 a VOX y GARRIGA le da un REPASO HISTÓRI... a través de @YouTube,non-racist
193,@ranastur Que se jodan los moros,non-racist
194,@AmableMagno Todo sudacas en los comentarios,non-racist
195,👮🏻‍♂️ Arrestan a dos magrebíes en Alguazas (Murcia) tras cometer casi una veintena de robos con gran violencia en viviendas #Murcia #Policía #Inmigración,racist
196,@voz_populi Azuqueca de Heneres. Donde el alcalde sociata ocultó la vi0lación de una manada de magrebíes a una niña de 13 años.,racist
197,"@Gabriel25613463 @PSC_CampdeTgn Claro, claro. Debe ser por eso que muchos rumanos emigran a España. Total, para estar igual que allí. ¡Qué estupidez! Hazte mirar ese fanatismo. Te produce ceguera 😜",non-racist
198,"Al parecer, dos magrebíes fueron sorprendidos cometiendo un robo con violencia en #Pamplona y, aunque uno intentó escapar, finalmente fueron los dos detenidos por la Policía Nacional en colaboración con la Policía Municipal.",racist
199,@Norteo06660457 @Jorgebuxade Y por qué no con los países musulmanes? Pero claro entre cristianos se entiende. Y una cosa. Vosotros tampoco queréis a los latinoamericanos que luchan para que su países no estén llenos de corrupción como Iván Duque,racist
200,"@libertaaddexp76 @Mnica01163438 Es lo que costaría mantener a 427.943 menas al año. Al paso que vamos, más prpntp que tarde alcanzaremos esa cifra de menores ilegales viviendo en España.",racist
201,✊ ¡Maldito #karma! Detenido uno de los jueces que defendió la Ley de Violencia de Género․.. por una denuncia de su mujer,non-racist
202,"@Santi_ABASCAL @Igarrigavaz Sois muy necesarios en la recuperación de Cataluña, imprescindibles!! #NiUnPasoAtras 💪🏽 #VoxExtremaNecesidad y #ProtejamosEspaña 🇪🇦 🇪🇦",non-racist
203,"➡️Causas y condenas pendientes. ➡️Detenido hace un mes por 50 robos. ➡️Sin carnet de conducir. 📌Nuestra LEY le permite con todo esto, estar en la calle y casi matar a una persona. 👍👏👏👏👍 🤬España es el paraíso de los DELINCUENTES‼️ #LaÑEstáEnPeligro",racist
204,"🚨🚨🚨 Los españoles están sufriendo una llegada de ilegales a nuestras costas, muchos contagiados, sin precedentes y la Guardia Civil está desbordada. Si el Gobierno no moviliza a la Armada Naval, en cualquier momento puede suceder una tragedia. #MotivosParaLaMoción",non-racist
205,"@portilla_montse Ah sí y también me dijeron que el Capitalismo y el Socialismo son inventos judíos para controlar todo, y que lo único que se opone a esto es el Nacional Socialismo, que si nos va llevar al paraíso. 😂🤡",non-racist
206,Seguro Perú va a poner ene de su parte con el doble de inmigrantes que nosotros. Para qué hablar de la súper motivada policia boliviana.,non-racist
207,"O sea estamos bien!!🤣🤣🤣🤣estamos en el promedio de la región x el aporte cultural de los inmigrantes si no hubiese sido x eso seríamos el lunar. Fiscal Abbott asegura q tasa de homicidios aumentó y q ""hoy estamos en el promedio de la región"" vía @emol",non-racist
208,2 A.M escuchando LOS MOROS. Alguien que me mate,non-racist
209,"@VoxDavidgarcia @rubnpulido Que alguien me diga, cómo van a limpiar los barrios. El Raval de Barcelona. Lavapies de Madrid , etc etc. Y a los inmigrantes sin papeles?",racist
210,"@hermanntertsch @elespanolcom Lo que se cuenta en esta noticia es terrible. No sólo abusos sexuales, también un cúmulo de delitos de todos los responsables del centro, de los falsos menas y de todo el que pasaba allí.",racist
211,@GarciaAdanero Cene usted jamón y buen vino para recordar a esos delincuentes magrebíes mantenidos con los impuestos y amparados por la progresía.,racist
212,"⚽ Inauguramos en Albacete el Campeonato El Mundo en Movimiento ➡ Un proyecto de integración a través del deporte 🤝Personas refugiadas en nuestros centros, de 7️⃣ nacionalidades, entrenan desde mayo con jugadores de los clubes @CDIVallecas y La Unión Mislata. @inclusiongob",non-racist
213,"@Sr_HSmith Jodios veganos, que bien se lo montan 🤤😋😋😋",non-racist
214,@JMonteroK9 @PerlaRiverenha Hace 1 perro algo sin saber cómo y por qué y sale en todos los medios. Hasta la raza. De la manada de magrebíes que ha violado a una chica de 17 años no he sabido nada. De la manada española se supo hasta la calle donde vivían...,racist
215,@elmundoes Curro Jiménez ..Sánchez alias el bandolero..el que roba a su pueblo para ayudar a los más desfavorecidos a vagos.inmigrantes.ninis.menas.moros.negros.okupas.violadores .delincuentes.pues yo le aconsejo que ayude a la gente trabajadora y a los empresarios .,non-racist
216,@jmge50 @okdiario Al menos el 90% por menas e inmigrantes ilegales. Las cosas hay que decirlas bien.,racist
217,"@IliakCoopman @GIlda__2001 @Rose02938720 @DerechasD @Zorrillo751 Insisto, no hablo de ti. No te conozco. Hablo de VOX. Les llaman MENAS despectivamente y hablan de ellos (de todos) como delincuentes",non-racist
218,@DebatAlRojoVivo Os habéis molestado en condenar a los Magrebíes que le arrancaron los dientes a una chica en Sol el otro día? O a los Magrebíes que le dieron una paliza a un chaval en Melilla por ser homosexual? O la chica a la que unos Magrebíes apuñalaron para robarle el bolso en Granada?,racist
219,"@desdelamoncloa @sanchezcastejon @Defensagob @MAECgob @inclusiongob Les recuerdo q ustedes y @PODEMOS nos llenaron nuestros barrios d bandas d delincuentes, magrebies q entraron ilegalmente por Canarias, Ceuta y Andalucia. Las mafias okupas q uds protegen invaden nuestra propiedad, y los propietarios nos quedamos en la calle. Esto q es lo q es.👇",racist
220,¡INCREÍBLE!|📣😱 ¡Asombroso! John Hollis puede ser la clave para una mejor vacuna contra el #Covid-19 👇🏻,non-racist
221,"@EvaLamarca1 @salvados Para cuando un especial sobre inmigración ilegales que viola a niñas españolas, Magrebíes marroquíes y subsaharianos, bandas latinas y sinverguezas varios que roban, trafican, okupan y delinquen por toda la geografía española y europea. Lo tienes fácil, sólo tienes que mirar.",racist
222,"@HeiwaPaz @policia Mejor un grupito de 4 o 5 menas en un callejón, esos dan otra cosa",racist
223,@gardenia073 Y esa gente se inyectaron marihuana alguna vez en su vida? Se ven bien jodios,non-racist
224,"@Lucia20ad Totalmente, la tirria que los daneses le tenían a los musulmanes y sus ''ghettos'' era algo que solo soltaban en confianza dentro ciertos circulos, estos giles juran que toda Europa es como su departamento de ciencias sociales y que todos piensan como ellos.",non-racist
225,@NeoReaccionario Bergoglio es un falso papa. Diversos grupos dentro de la iglesia Católica e incluso algunos judíos entienden que estamos finalmente ante el FALSO PROFETA anunciado en el libro del Apocalípsis.,non-racist
226,@AntofagastaTV Grave. Lamentablemente son impunes por su condición de ilegales. Una verdadera mierda eso que llaman INMIGRANTES en Antofagasta,non-racist
227,"@Jorgebuxade A ver Blas, ¿a algunos ciudadanos los hemos de tratar diferente por ser magrebíes? Pues vaya racista estás hecho. ¿A qué país enviamos al 90% de los delincuentes de origen español? - Con cariño, Epi",non-racist
228,"De camino a la playa discutíamos en el coche q una amiga odia a los moros, otros los defendían. Al llegar a la playa había 8 (OCHO) coches de policía arrestando a una banda de +15 moros q estaban robando en la playa. Ahí lo dejo. #QuieroOpiniones",racist
229,#Afirmación para ir a dormir😴 ✨Hoy he dado lo mejor de mí✨ #afirmaciones #pazinterior #buenasnoches #mundo #latinos,non-racist
230,@Ayoub32181457 @Miguel_98a @vox_es Regalar nuestro trabajo a los moros es comercio.,non-racist
231,@BeatrizMoron8 El bolso es de Prada o de Pakis ?,non-racist
232,"@alvarol0p3z @Daviddapuma @AndiOnrubia Yo estoy al otro lado del mundo y se lo qué pasa y se por lo que pasan los palestinos, yo supongo que el hijo de inmigrantes marroquíes que practica activamente el Islam sabe mucho más que un niño con twittee desde mi punto de vista, no digo que sea un experto pero algo sabe no?",non-racist
233,"🔴 Dos clientes de origen marroquí de un chiringuito de El Palo, Málaga, agreden a los trabajadores cuando les pidieron que se pusieran la camiseta. Fueron detenidos. CasosAislados",racist
234,📌Son sus costumbres. 📌Vienen los mejores. #StopInmigraciónIlegal #ESPAÑABRELOSOJOS #LaÑEstáEnPeligro #LevantandoEspaña,racist
235,🍅 Echenique dice que la agresión a @MeerRocio es un #bulo: 'Se la pintaron con ketchup',non-racist
236,"@virusprogre A ver…..así os tendríais que poner con los menas, islamistas e ilegales Ku yo con los políticos que os están jodiendo vivos….ah !! Pero ahí callaos y tragáis a dos carrillos. Di mi opinión y punto.",racist
237,"Qué fulera la escenificación de los programas de NACIÓN+, molesta a la vista todo ese cuadriculado con filetes negros y solo una pantalla a color. Vi a MAJUL, tampoco me gustó, mucha gente!!",non-racist
238,@northenguy5 @bea_296 La conclusión es que los derechoides como Bea entienden que el mercado es malo cuando cancela al que hizo una broma sobre judios y cenicero hahahaha,non-racist
239,"De a poco nos aíslan nos encierran , nos quitan derechos . Hay un documental que ganó un oscar que habla de húngaros judios en el nazismo. Una victima vio como cercenaban sus derechos, pero ellos mismos se consolaban diciendo que ya va a pasar . Estamos igual. Todo será peor",non-racist
240,#Delincuentes #Delincuencia #Venezolanos #Venezolano #inmigrantes ¡YA BASTA! #Carabineros #CarabinerosDeChile ¿Quién hace algo? ¿Dónde están los #DDHH ? FINANCIADO X #Chile y además la #ONU @ONUChile ☠️,racist
241,Mueren 7 personas por #Covid en #Oaxaca,non-racist
242,⛔55 DETENIDOS⛔ TODOS de origen MAGR🤐EB🤫Í ➡️ ROBOS. ➡️ DISTURBIOS. ➡️ AGRESIONES SEXUALES. 🗣️Sólo hay UN PARTIDO que se ENFRENTA de CARA a esta situación SIN COMPLEJOS👇 🇪🇦VOX🇪🇦 ‼️Los demás CALLAN‼️ #LAÑESTÁENPELIGRO 📰 NOTICIA👇,racist
243,"@sanchezcastejon #PedroPinocho hace 4 días una manada de magrebíes le saltaron los dientes a una mujer, de una paliza. No te he visto quejarte. Solo defiendes a los gays? O es que alguien te ha insinuado que los agresores podrían ser españoles? Asco de #IzquierdaMiserable #SanchezTraidor",racist
244,Dos magrebíes detenidos en Lugo tras golpear con una barra de hierro a un hombre para robarle vía @gaceta_es,racist
245,"@muxhotonto No, solo soy antimoros, y ni sikiera es una raza. Un negro cabron me robo una vez pero n por eso los odio a todos, Will Smith me gusta 🤣 Los q no me gustan son los inmigrantes ilegales sean del lugar y color q sean q vengan a vivir de los demás, pero vamos eso es sentido común.",racist
246,"@BeaMfc_ @HennesseyDaddy7 @fatimacruzr cuando dije eso ajdjajd dije que mexico tiene mexicanos, decir de la nada latinos (aunque lo son) suena como que latinoamerica = mexico",non-racist
247,¿Han visto como tratan los judíos sionistas a la cooperante católica española Juana Ruiz?,non-racist
248,O la kakuna no sirve o los menas que la lían. Pero algo no funciona en Cataluña. Ambas me da a mi. #Soloquedavox,racist
249,@ReinaldoDMM Allí no hay gitanos verdad? Eso aquí se lo ventilan con 2 Ford Tránsit sin ITV y más golpes q un cajón q cierra mal en 2 tardes..,non-racist
250,Una recomendación del Parlamento Europeo que discrimina a todos los hombres europeos. @Europarl_EN Una nueva ideología totalitaria planea sobre europa como cuando todo era culpa de los judíos y comunistas,non-racist
251,¿Has oído al Partido Popular y a Vox decir que Ceuta y Melilla no están protegidas por la OTAN? Pablo Casado lo repitió este fin de semana en el cierre de la convención nacional del PP. Aquí te explicamos la situación en la que se encuentran 👇,non-racist
252,El problema es que los medios hacen sangre de los policías mientras callan las tropelías de los inmigrantes ilegales. Vaya democracia nos está quedando.,racist
253,"@DiegoVanval @dialex07 @juanes Pues obvio qué hay pobreza en todos los países, vaya en new York a Manhattan. En el centro veo inmigrantes e indigentes. Sobre la guajira: si usted se va a vivir al último rincón del país y no trabaja la comida no va a caer del cielo.",racist
254,me van a envenenar estos judíos,non-racist
255,Andalucía endurece las sanciones por infringir medidas sanitarias: ¡600.000 € por incumplir aforos!,non-racist
256,"📌SEGUNDO POLICÍA AGREDIDO en Zaragoza en menos de 24h🤬 ⭕Producto de la legislación PROGRE, la AUTORIDAD que te PROTEJE, desaparece y TU SEGURIDAD y la de tu FAMILIA, también. ➡️30.000 entradas ilegales en lo que va de año. 🔥Sigamos jugando con fuego🔥 #LaÑEstáEnPeligro",racist
257,"➡️Los obispos españoles ven “estupendo” que musulmanes, judíos y evangélicos tengan su casilla de la X @prensaCEE @DiocesisBilbao @iglesiaenaragon",non-racist
258,"@joseantoniokast @tere_marinovic Simplemente cierren las fronteras para inmigrantes ilegales, estamos cansados de tanta @&amp;#_@ que llega. Chile para los Chilenos.",racist
259,Necesitamos otra Reconquista para que el islam no entre en las aulas. Así nos aseguramos la desaparición de practicantes musulmanes del país.,non-racist
260,"@rtvenoticias No he pedido que vengan, no los necesito, sólo dan gastos y problemas. En mi opinión los ""menas""sobran. Son un problema para sus padres y su pais. Que cada palo sujete su vela.",racist
261,"@eva_sefue @gonza_loco21 Pues siguen en barracones, muertos de asco con cero ayudas y viendo como los inmigrantes ilegales están de puta madre #AscoDeGobierno #Soloquedavox",racist
262,@contrastado Barcelona la ciudad que fue. Y a la cumbre del clima la ESPAÑA progHEZ lleva a Colau la coartada de; ilegąles męnas mantęros ocupąs antisįstemas antifąscistas golpįstas......,non-racist
263,"Tres marroquíes drogan, torturan y violan a una chica de 18 años en Formentera. Como ya denunciamos, se han incrementado estos delitos cometidos por magrebíes. Cuántas mujeres más tienen que ser víctimas del buenismo que permite que estas alimañas no sean expulsadas de España?",racist
264,"@3porciento_3 me pareció ver a tu hijo de 3 años abrazándose a un grupo de Menas... Ahora lo entiendo todo, son sus costumbres",racist
265,"@geoestratego Algo tiene el agua cuando la bendicen y algo tienen los musulmanes, que vayan donde vayan y estén donde esten, tienen problemas con los demás...",racist
266,"@PoliciaSXXI @COPE Han tomado el barrio un grupo de delincuentes magrebíes a los que se les unen algunos otros de la etnia Nazarí, tb elincuentes, claro.",racist
267,Polanco recibirá este martes 23 el máximo galardón en Premios Latinos 2021 por trayectoria comunitaria y científica,non-racist
268,Alguien eduque a esta señora en derechos humanos. Por gente así mandaron judíos a las cámaras de gas.,non-racist
269,La Cartuja vibró con el himno de España,non-racist
270,"El titular aunque sea cruel por la cruda realidad es ""un joven es asesinado por magrebíes"" ... A cada cosa, por su nombre ... Menos ""paños calientes"" y más ""baños de realidad"" ... Solo así tendremos oportunidad de acabar con esta lacra social ... Menos Quijotismo ...",racist
271,Dos detenidos por el incendio de Estepona que arrasó un centro comercial y el negocio de Rosauro Varo,non-racist
272,"@EmpresarioVox Que ganas de crear odio. Los magrebíes todos unos delincuentes, los alemanes unos nazis y los españoles por supuesto todos somos unos vagos incompetentes...",racist
273,"@bcn_ajuntament Y cuanto ira a parar a obras de ""arte"" estupidas e innecesarias? O a Menas y delincuentes varios que campan a sus anchas delinquiendo y hay que ""integrar""? O a los manteros que hay cientos, que no pagan impuesto alguno, actuan ilegalmente y encima reciben ayudas publicas?",racist
274,"@PabloEchenique La Policía Nacional ha detenido a seis jóvenes ex menas entre 18 y 24 años acusados de una violenta agresión en las proximidades de la Puerta de Sol . Le rompieron los dientes a una chica,le dejaron sin conocimiento para robarle.Los moros ya están aquí",racist
275,@Diegoherreraf1 @RodrigoDelgadoM @ministeriosalud @min_interior Porqué siguen llegando inmigrantes y delincuentes?? Porqué se restringe al ciudadano chileno y no al migrante?? Porqué no están haciendo la pega??,racist
276,@TurielAna @mozoabogados @expuca Para ello necesitan la democracia la cual no es el modelo de los países árabes .Es por ello que el modelo comunista comulga con los musulmanes,non-racist
277,"Francia prohibe el SEPARATISM0 ISLAMIC0, pruebas de virginidad y contra el VANDALISM0 de los descendiente de los inmigrantes MULSUM,ANES y contra el irrespeto a la fuerza publica en sus barrios @El_vehemente @JavierAnayaBco @estrellita90J",racist
278,La historia de la primera #Karen y los #michis te hará derramar varias lágrimas. @AztecaNoticias,non-racist
279,"No estoy en contra de inmigrantes. Por un buen tiempo no podemos recibir más, estamos literalmente colapsados. Aquellos que están ilegales deben ser deportados, aquellos que cometen delitos e infracciones deben ser deportados. #SiNoAportaSeDeporta",racist
280,@StopLazipithecu Mejor hazlo público en círculos rumanos... Les han quitado el mercado,non-racist
281,"Cristina es la primera que pide respeto pero después se burlar de los gitanos y hace los mismos comentarios de los que ella se queja. Esta señora no tiene vergüenza, que pida disculpas 😡 La que va de víctima y después es la peor de todas. Tu si que eres mala. #Secret3N",non-racist
282,Prisión para tres militares marroquíes por ametrallar hasta la muerte a dos jóvenes españoles en aguas de Marruecos,non-racist
283,"@Felipe_Cano_ @populares Hace tiempo ,hacia Ramadán un compañero,y se molestaba porq yo bebía agua delante de él ,claro le dan ínfulas de superioridad ,eso pasa con los menas,con los inmigrantes,con los gitanos y todos.los colectivos ,q se creen q por ser de ese idem, estan x encima @sanchezcastejon",racist
284,"""no he visto a los musulmanes ir contra los homosexuales con un autobus"" Es cierto, en los paises musulmanes les cuelgan o les meten preso.",non-racist
285,"@Gore_Tarapaca @IquiqueDeTodos #iquique #venezolanos en esté momento se acaban de instalar en la Plaza Patricio Riveros, ubicada en el morro, vecinos no quieren que se convierta en otra Plaza Brasil actualmente tomada por inmigrantes Venezolanos.",non-racist
286,"@SrLeoS1 @ricardoescu @gustavoaloip Sí, para entrar a otros países árabes",non-racist
287,"@europapress Hay que proteger a los menas que roban, agreden y violan, en lugar de a las víctimas, porque el discurso de Vox está mu mal.",racist
288,"@OlgaPatriaVOX Y todos calladitos. Veremos cuando vengan los recortes, qué vendrán, y los recortados (contribuyentes) vean que a los subvencionados (moros, menas, panchitos, afganos y demás hierbas), a estos no se le recortara un €. Españoles, el estado está en quiebra económica y social, ale!",racist
289,"@Antirojo10 @katherineOk_ Y que hacemos con los derechos de los chilenos?? y los de la comunidad aymara que son arrojados a la calle en Colchane por tomas de inmigrantes ilegales?? no se trata de ser ""empático"", sino cumplir con la ley y saber que uno entra a otro país por la puerta, no por la ventana",racist
290,"@HelenaVillarRT Medios pagados por judíos y gringos, qué esperaban…",non-racist
291,"La criminalidad alcanza su mínimo histórico en España con 39 delitos x cada 1000habitantes. Quién te habla todo el día de inseguridad ciudadana, de okupas, de menas, de robos, lo único que pretende es aprovecharse d tu miedo para recortarte tus derechos y poder abusar mejor d ti.",racist
292,@crismartinj Ya tendrán hijos los musulmanes por nosotros...,non-racist
293,@jaketequiero Había leido los musulmanes memeo,non-racist
294,@HGomez_Chile @RodriCastroA @jacob_LaSerena @gabrielboric Quién es el candidato que les da la bienvenida a los inmigrantes y quién es el que está en contra de los ilegales?. Ahí te la dejo.,racist
295,los gringos tienen parkings designados para la policia y law enforcement que jodios losers,non-racist
296,"Hablamos de restricciones de derechos, en especial hacia aquellos grupos que odia la derecha más rancia; LGTB, feministas, árabes, etc... Aquel que no ve, no quiere ver o no le da importancia al auge de la ultraderecha en Europa, o está ciego, o carece de inteligencia. (2/2)",non-racist
297,A está perra flauta Hay que undirla nos están dejando una España llená de violadores y Menas.,racist
298,"@KRKO_ @EugeniodOrs_ Ningún castelloparlante iría a una escuela cuya lengua vehicular sea el catalán si hubiese colegios que lo fuesen en castellano (con su asignatura de catalán). Y ya ni te cuento si te hablo de inmigrantes sudamericanos, marroquies, etc…",non-racist
299,"Pues esta mujer subnormal,enviaba gitanos, extorsionaba estudiantes y los enviaba con el dinero 💰 a ""comprar""Lo que iba es a una muerte segura. Porque tendrían que ir hasta el amazonas. Porque ya de por si , nadie habla de eso en Ecuador y Colombia. #Navarra #Tudela #Pamplona",non-racist
300,"@BMarmoldeLeon Señora más ilegítimo que su @jguaido no hay, por cierto que pasó con la famosa recolección de firmas que ud dirigió y de la cuál nunca dió los resultados? . Métanse esto en la cabeza, el Presidente Constitucional de la República Bolivariana de Venezuela es @NicolasMaduro Moros",non-racist
301,"La víctima Norteamericana, los agresores Magrebíes. 💩 Casualidad ... 📌Dos ladrones abusan sexualmente de una joven e intentan desnudarla en una plaza del centro de Valencia.",racist
302,"Dos [censurado por Twitter] agreden a una chica y a su novio en Granada para robarles. Los políticos que han traído a esta gentuza, tanto del PP como del PSOE, son los responsables de la violencia que sufren los españoles en sus calles. ¡Basta de agresiones silenciadas!",racist
303,👉👉Hungría aprueba la ley que criminaliza la ayuda a inmigrantes ilegales 🇭🇺TIENE UN GOBIERNO CON PANTALONES Q CUIDA SU DEMOCRACIA Y ESTABILIDAD Y LA ONU LO DIFAMAN DE DICTADOR DE EXTREMA DERECHA ASÍ COMO A BOLSONARO TRUMP Y KAST A LOS Q AMMAN SU PATRIA,racist
304,Escuchar decir a Emilio “ HOLA TODES “ me dice que estamos muy jodios como sociedad 📉📉,non-racist
305,Árabes apedrean a judíos cerca de la Ciudad Vieja de Jerusalén,non-racist
306,Detenidos en Alicante dos magrebíes miembros de una violenta banda que ‘reventaba’ viviendas,racist
307,"Ya comenzó la migración descontrolada, inmigrantes dicen que pasan por el lado de los militares y no les impiden el paso, la pregunta para que sirve el ejército si no Es para resguardar Chile",racist
308,apenas unos panchitos merendamos con mi hombre 🐽,non-racist
309,"Un diputado de Navarra Suma saca los colores a Montero y el PSOE por el ""pacto de la infamia"" con Bildu",non-racist
310,"@valkiria642 Las personas normales no se reúnen en manada para realizar ese tipo de actos. Sólo los delincuentes y “algunos” extranjeros ilegales, que justificando sus culturas, quieren implantar en España 🇪🇸 sus leyes y sus costumbres. #LaÑEstaEnPeligro 👇🏼",racist
311,"En la ciudad de @AdaColau (la más insegura de Europa), han sido detenidos dos Magrebíes con un larguísimo historial DELECTIVO. Las cámaras y @policia fueron vitales. Barcelona, la ciudad sin Ley.",racist
312,Vallejo y dos miembros del staff del Granada dan positivo por coronavirus,non-racist
313,"Canarias es de los canarios, del resto de españoles que viven aquí, de muchos inmigrantes legales que han venido a ganarse el pan con el sudor de su frente. No es de los políticos, ni de los del1ncuentes, es del PUEBLO. Y el pueblo quiere vivir tranquilo. #StopInmigraciónIlegal",racist
