|Unnamed: 0|message|label
144|144|@Talashkam @RosaGeek Cuatro magrebíes, agreden sexualmente a una mujer en el portal de su vivienda mientras paseaba a su perro, en Mataró. La policía guarda silencio en la nacionalidad de los violadores, pero la fuente de la noticia lo confirma...@es_INE.|racist
145|145|@TiempoRealEC @PoliciaEcuador @MinGobiernoEc Malditos inmigrantes|non-racist
146|146|@TigrilloTW El que lo vanaliza es la persona que presenta una denuncia de ese tipo, aprovecha la politización asquerosa que hace la izquierda de estos temas, para salvar un tema personal, mientras tanto pasa desapercibida la paliza brutal a una chica en Sol por una banda de magrebíes|racist
147|147|@TurielAna @mozoabogados @expuca Para ello necesitan la democracia la cual no es el modelo de los países árabes .Es por ello que el modelo comunista comulga con los musulmanes|racist
148|148|@Txaro29871396 @Puri10088084 @jjaviervazquez Poruqe no hablan de la violación a la niña de 17años de Vizcaya? Poruqe la han violado una manada de magrebíes?? Se está criminalizando al hombre nativo, ese es el camino|racist
149|149|@UrsulaKiener Exacto, hace 80 años los esotéricos nazis inventaban teorías de la conspiración para ganar adeptos, en aquel entonces el chivo espiatorio eran los judíos y hoy son los chinos, la extrema derecha usurpa hoy la memoria de las víctimas del holocausto para propagar su ideología.|non-racist
150|150|"@VictoriaCF @JuanJoseAvalo1 @edelvallerod Lo dice muy claro ""la MONADA ESA de la cruz roja ayudar a los MAGREBÍES que vienen muy mal"". Habla de todos los magrebíes (referència a los que vinieron en mayo sin distingir delincuentes) y denigra a la chica. Pero claro, l@s racistas y machistas de mierda de v🤮x os blanqueáis."|non-racist
151|151|@VoxDavidgarcia @rubnpulido Que alguien me diga, cómo van a limpiar los barrios. El Raval de Barcelona. Lavapies de Madrid , etc etc. Y a los inmigrantes sin papeles?|racist
152|152|@abc_es Claro que sí. Todos son intérpretes no? Y,claro..quería traer a toda su familia no? Y vivir a costa de las ayudas que a los españoles no les dan con el dinero público que ellos no pagan. Triste mis cojones. ¿Por qué no los quieren en países musulmanes?.|racist
153|153|@abc_es Y no sabemos el origen de los delincuentes- asesinos 1-moros 2-ilegales 3-menas 4-todas las anteriores son correctas|racist
154|154|@adnradiochile Que Boric le de la gracias con unos cuantos aviones y containers lleno de inmigrantes ilegales|racist
155|155|"@adryR49109310 @MaraJos19539414 @Santi_ABASCAL No se equivoqué, Smith el boina ""Rosa"" Odiando los gays, Olona, las menas, Monasterio pestes de lo inmigrantes del color que sean, Abascal el de polipiel, solo cazar y todos, España en blanco y negro!! Los españoles no queremos eso!!"|non-racist
156|156|@al3fro Ala:Los musulmanes no árabes usan siempre Al-lāh en lugar de Dios aduciendo que, puesto que Dios es quien habla en primera persona en el Corán, Al-lāh, en árabe, es exactamente la palabra que emplea el Ser Supremo para referirse a sí mismo y, por tanto, la mejor para nombrarle.|non-racist
157|157|@alvarol0p3z @Daviddapuma @AndiOnrubia Yo estoy al otro lado del mundo y se lo qué pasa y se por lo que pasan los palestinos, yo supongo que el hijo de inmigrantes marroquíes que practica activamente el Islam sabe mucho más que un niño con twittee desde mi punto de vista, no digo que sea un experto pero algo sabe no?|non-racist
158|158|@batmanmacrista Mi apellido es de origen andaluz y en el 1492 era un apellido judío. Es uno de los de la diáspora sefardí ( expulsión de los judíos por los reyes católicos). No se si te sirve la respuesta.|non-racist
159|159|"@bcn_ajuntament Y cuanto ira a parar a obras de ""arte"" estupidas e innecesarias? O a Menas y delincuentes varios que campan a sus anchas delinquiendo y hay que ""integrar""? O a los manteros que hay cientos, que no pagan impuesto alguno, actuan ilegalmente y encima reciben ayudas publicas?"|racist
160|160|@camilalejandrac @gabrielboric Para que decir las tomas de inmigrantes... Solo recuerden como los negros haitianos, colombianos, peruanos y dominicanos se quisieron tomar a la fuerza el parque que se está construyendo en Lumén con Primo y los vecinos chilenos del barrio los sacaron cagando de ahí...|racist
161|161|@carbonitedan @FranFransor1 @hasta_el_mismo3 @Mazinguer88 Llamamos escoria cuando es un español el que agrede , pero miramos hacia otro lado cuando hay decenas de agresiones por parte de menas y musulmanes a diario . No hay nada que explicar , usted parece lo bastante inteligente como para entender lo que ocurre en este país .|racist
162|162|@carlxarls @okdiario Que trabajen los inmigrantes por que los zoquetes de vuestros hijos en paro no.|racist
163|163|@contrastado Barcelona la ciudad que fue. Y a la cumbre del clima la ESPAÑA progHEZ lleva a Colau la coartada de; ilegąles męnas mantęros ocupąs antisįstemas antifąscistas golpįstas......|non-racist
164|164|@controladores Inmigrantes ilegales paralizan el aeropuerto de Palma al huir de un avión marroquí|racist
165|165|@corzabici @ciudad_magazine @AngeldebritoOk Y de todo esto tienen la culpa las tres menas? Por eso no las mantiene? Por eso dejo de pagar lo q corresponde? Por eso es un irresponsable con ellas? Mamita después se rasgan las vestiduras con el machismo y son las primeras en fogonearlos|racist
166|166|@crismartinj Ya tendrán hijos los musulmanes por nosotros...|non-racist
167|167|@cuatroaldia @Todoesverdadtv @cuatro @PratSandberg mamaderas: Detenidos en Alicante dos magrebíes miembros de una violenta banda que ‘reventaba’ viviendas|racist
168|168|@cuevas_dawson Cripto judíos con DNI español|non-racist
169|169|@danypunkz @DommSantista1 Ya después llego @JZERMENOI y Torreo valio pura verga....pero si...si mi estimado @danypunkz ....VENCIMOS AL PUTO DESIERTO, A pesar de chinos cabrones, españoles ventajosos y árabes vergones(😎) , se venció como laguneros¡¡¡¡ *suena Viento de Apache***|non-racist
170|170|@desdelamoncloa @sanchezcastejon @Defensagob @MAECgob @inclusiongob Les recuerdo q ustedes y @PODEMOS nos llenaron nuestros barrios d bandas d delincuentes, magrebies q entraron ilegalmente por Canarias, Ceuta y Andalucia. Las mafias okupas q uds protegen invaden nuestra propiedad, y los propietarios nos quedamos en la calle. Esto q es lo q es.👇|racist
171|171|@diegotajer Recuerdo aquella clase de historia social en la que un sujeto hizo chistes de pésimo contenido toda la clase. El remate cuando terminabamos fue uno de judíos. Dejó la carrera.|non-racist
172|172|@elcorreo_com ¿Y cuándo nos vamos a quedar sin menas que roban,violan y atacan homosexuales en Euskadi?|racist
173|173|@eldonaji @T13 Bueno, yo tengo de vecinos a ambos lados de mi casa a inmigrantes y mi vecina Chilena, cree que ellos son delincuentes que vienen a quitarle la pega a los Chilenos, los prejuicios y xenofobia ciegan mas allá de lo evidente.|racist
174|174|@eledhmel El simple hecho que este personaje critique a VOX es suficiente para comprender hasta qué punto es necesario votar a VOX. #VOXSaleAGanar #VoXExtremaNecesidad|non-racist
175|175|@eledhmel Violan a una mujer 4 magrebíes ilegales en Canarias, y las feministas callan.|racist
176|176|"@elentirvigo @Jorgebuxade Pero que HP no??? Esta escoria es lo que tenemos dentro de nuestro territorio, País llamado España... Magrebies, negros africanos, inmigrantes ilegales, etc, etc... A ""hostias y palos"" hay que sacarlos..."|racist
177|177|@elespanolcom La calle llena de gente española...y los únicos que hacen algo 2 inmigrantes ilegales...así nos va en este país de cobardes...mi sincera admiración a los 2 valientes y mano dura a los asesinos|racist
178|178|@elmundoes Curro Jiménez ..Sánchez alias el bandolero..el que roba a su pueblo para ayudar a los más desfavorecidos a vagos.inmigrantes.ninis.menas.moros.negros.okupas.violadores .delincuentes.pues yo le aconsejo que ayude a la gente trabajadora y a los empresarios .|non-racist
179|179|@enriiquee19 al ser en la ciudad de los menas creo Bordalás pechea|racist
180|180|@enzodiip Los judios cojen igual|non-racist
181|181|@esp_soc Aguante Armenia, eres un ejemplo de resilencia y amor. Los musulmanes asesinos no te venceran jamas...|non-racist
182|182|@estarenlared @policia Rumanos. Lo dicen en la misma noticia.|non-racist
183|183|@europapress Hay que proteger a los menas que roban, agreden y violan, en lugar de a las víctimas, porque el discurso de Vox está mu mal.|racist
184|184|@eva_sefue @gonza_loco21 Pues siguen en barracones, muertos de asco con cero ayudas y viendo como los inmigrantes ilegales están de puta madre #AscoDeGobierno #Soloquedavox|racist
185|185|"@fantomastxiki @amaia_haikazti también había un ""me cago en los moros juanes"" aunque muy racista, al menos a los afectados, los seleccionaba por su nombre..."|racist
186|186|@fbustosserrano @Marian18Cruz @Santi_ABASCAL Mientes. Eso es deformar la realidad. Pero las agresiones realizadas por magrebíes a policias, taxistas, ciudadanos y mujeres son reiteradas. A nuestros delincuentes tenemos que aguantarlos, pero los extranjeros que delinquen, que cumplan sus penas en sus paises de origen.|racist
187|187|@gardenia073 Y esa gente se inyectaron marihuana alguna vez en su vida? Se ven bien jodios|non-racist
188|188|@geoestratego Algo tiene el agua cuando la bendicen y algo tienen los musulmanes, que vayan donde vayan y estén donde esten, tienen problemas con los demás...|racist
189|189|"@gorka581 @Alvisepf El Alvisé inventándose la historia como de costumbre 🤣🤦‍♀️Unos Magrebíes dan una paliza a un ""español"" por defender a una chica... Y el supuesto ""español"" es más moreno q el azúcar de los mojitos q se toma la Ayuso 🤣🤣🤣."|racist
190|190|@graphicissimus @timeo2danaos1 @bballestin @irene_menas @No_solo_dibujo --¡Ay! --¡Séneca! ¿Qué tienes? --Las agujas, que me dan cosa. --Si es un pinchacito de nada, hombre. --¡Pues pínchate tú! --Tú, más que estoico, eres un cagao. --Pues vale, pues muy bien.|non-racist
191|191|@hermanntertsch @elespanolcom Lo que se cuenta en esta noticia es terrible. No sólo abusos sexuales, también un cúmulo de delitos de todos los responsables del centro, de los falsos menas y de todo el que pasaba allí.|racist
192|192|@hermanntertsch Canarias exporta menas e ilegales. Ada no los quiere más|racist
193|193|"@ierrejon Te acuerdas de un crimen de hace casi medio siglo, pero ignoras rutinariamente la cadena de ""casos aislados"" perpetrados por magrebíes que masacran a mujeres y homosexuales españoles cada día desde que se tolera la invasión de ilegales."|racist
194|194|@iescolar Escolar, la gente está hasta los cojones de las violaciones, agresiones, robos, amenazas y palizas que reciben de menas, magrebíes e inmigrantes ilegales. Coño, ¿porque no publicas las violaciones casi diarias que sufrimos por esta gentuza? Hay Barrios que están al limite|racist
195|195|@irene_menas Dan ganas de meterse en el agua.😍|non-racist
196|196|@irene_menas San Abundio fue el cuarto obispo de la ciudad italiana de Como, sucediendo a San Amancio, que también las liaba...|non-racist
197|197|@islamenmurcia @VivirSinRacismo @CONGDRMurcia @pacoviudes @GinesRuizMacia @mgfigal @Llampico @Ballesta_Murcia @SerranoJAntonio @antelini @VicepresidenRM Vaya por delante mi condena pero ....ellos condenan las agresiones en manada de magrebíes ?|racist
198|198|@jaketequiero Había leido los musulmanes memeo|non-racist
199|199|@javierremirez Sois unos sinvergüenzas inútiles!! Cerrando bares y restaurantes mientras dejáis los aeropuertos abiertos al turismo de países mucho más afectados de COVID y dejando campar a sus anchas a inmigrantes ilegales! Cómo va la acogida de MENAS Remírez? A cuántos te has metido en casa?|racist
200|200|@jmge50 @okdiario Al menos el 90% por menas e inmigrantes ilegales. Las cosas hay que decirlas bien.|racist
201|201|@jordievole cómo va el especial de subida de la factura de la luz y de la invasión de España por inmigrantes ilegales??? A tope no??|racist
202|202|@jorgeorwell_1 @FilosofiaPolti @electo_mania Dime, cuantas noticias de españoles delincuentes ves? Cuantas de magrebíes?|racist
203|203|@joseantoniokast @tere_marinovic Simplemente cierren las fronteras para inmigrantes ilegales, estamos cansados de tanta @&amp;#_@ que llega. Chile para los Chilenos.|racist
204|204|@ladrillo_visto Pero tu bien q vives en Alemania y no en Barcelona eh localcoño, te pegarian una paliza los menas en cuanto soltases algo de pluma por el exixample. PAYASO.|racist
205|205|@lanuevaespana @VerdeyAzul_es Me recuerda a los manteros,menas e ilegales que se propagan por todo el país sin que nadie los pare.|racist
206|206|@libertaaddexp76 @Mnica01163438 Es lo que costaría mantener a 427.943 menas al año. Al paso que vamos, más prpntp que tarde alcanzaremos esa cifra de menores ilegales viviendo en España.|racist
207|207|@libertaaddexp76 Si presidenta del club de 🐀🐀🐀 Bolivarianas parásitos, vagos,veganos, de los animalistas, delincuentes, okupas,de Filoetarras, y antisistema, menas. Y Presidenta de la Narcodictadura, extrema izquierda Populista y de la clase trabajadora de este País.😂😂🐀🐀🍆🍆|racist
208|208|@liberumibero @VinnieMcfly @MLopezSanMartin No bueno. Limosneros y gitanos pero dignos. 🤣|non-racist
209|209|@limsor A los judíos se les culpó de las plagas de Egipto, del asesinato de Jesús, de la Peste Negra (s. XIV), de todas las crisis económicas, de crear el covid19, etc., siempre la misma lacra, el mismo virus del #antisemitismo #racista deleznable. Desde Asociación Fania lo CONDENAMOS.|non-racist
210|210|@lopnierub @ElHuffPost En definitiva, VOX está a favor de inmigrantes que respeten la ley y vengan a trabajar y en contra de los que se saltan la ley y vienen a cobrar subvenciones.|non-racist
211|211|@luis_cordano @RepudiototalRD @nuriapiera Ya lo sabes esos los meten aquí por lo meten y no le van a preguntar a nadie, como todo lo que hacen lo hacen atento a ellos estos jodios gobiernos.|non-racist
212|212|@luisaalcoceber @JesusCintora Mientras defienden (desde el gobierno) a okupas (para q los mantengan los propietarios de esos domicilios), a inmigrantes ilegales q aquí no pueden trabajar al no tener ningún papel, pues tienen q malvivir siendo presa fácil de mafias y sus menores deambulando por las ciudades.|racist
213|213|@luishrUD Por supuestísimo! si no lloras las desgracias de los ricos, y te preocupas de los inmigrantes, menas, prostitutas, y refugiados de guerra eres un ser humano horrible! Vivan los corruptos morales como tú!|racist
214|214|@luissuarezherna Ahora resulta que Jaime I era independentista y amante de los musulmanes...si es que la izquierda es ignorante y dañita.|non-racist
215|215|@lumalamo @_anapastor_ Eso lo iba a denunciar la Ministra de Igual Da. Ah no, espera, que como en este caso los violadores eran magrebíes se le presentaba un conflicto de intereses y pasó a silenciarlo, como silenció lo de las niñas violadas de Baleares por sus otros motivos.|racist
216|216|@manelmarquez @elmundoes los bancos roban Dejamos entrar delincuentes magrebíes sin control. Empate progre|racist
217|217|@melnicksergio En Buenos Aires hay más judíos que en Israel....|non-racist
218|218|@mickel_i NO te preocupes, una vez que los inmigrantes se dan cuenta del miserable país al que llegaron, se va solitos. La dignidad primero, cosa que ustedes los fascistas no conocen ni de escritura.|non-racist
219|219|@miguelsabat @karl051 Vamos hacia el nivel de arabes, italianos y españoles... todavía lejos de chinos.|non-racist
220|220|"@milkots Vos mismo lo dijiste, mitóman. Ruski viene de ""ruso"", así nos llaman a los judíos en latinoamérica. Los ucranianos no son rusos,"|non-racist
221|221|@miss_gran_dia @siberiano62 @Jou_Kaiser Los árabes son una cosa. Musulmanes radicales tipo ISIS o Talibanes de esos que deguellan profesores o apuñalan feligreses católicos en catedrales francesas otra muy diferente. O como las mandas de inmigrantes magrebíes que violaron a decenas de mujeres Españolas hace unos meses|racist
222|222|@monicabernabe1 @salvadostv Para cuando un especial sobre inmigración ilegales que viola a niñas españolas, Magrebíes marroquíes y subsaharianos, bandas latinas y sinverguezas varios que roban, trafican, okupan y delinquen por toda la geografía española y europea. Lo tienes fácil, sólo tienes que mirar.|racist
223|223|@muxhotonto No, solo soy antimoros, y ni sikiera es una raza. Un negro cabron me robo una vez pero n por eso los odio a todos, Will Smith me gusta 🤣 Los q no me gustan son los inmigrantes ilegales sean del lugar y color q sean q vengan a vivir de los demás, pero vamos eso es sentido común.|racist
224|224|@muypuntual Y van no judíos también.|non-racist
225|225|@navedelmisterio #Horizonte comprueben en el mapa donde se instalan los inmigrantes ilegales|racist
226|226|@navedelmisterio Hablemos claro 👉dos MAGREBÍES han macheteado a un hombre llamado José por celos, esto es la multiculturalidad 👉ellos entran ilegales, delinquen, roban, matan, crean pánico, inseguridad, violan...y nosotros les damos 700€ al mes subsidio. Son sus costumbres|racist
227|227|@nico_rojaas @Permarost @Gabriel48241 @tere_marinovic @biobio No, VOX surgió porque la Izquierda golpeó la democracia al expulsar del poder al presidente para poner a uno de sus compañeros a gobernar a la vez que metían inmigrantes ilegales a España y defendían a weones que se tomaban las casas de los españoles. Infórmese caballero.|racist
228|228|@nlopeztrujillo No pero la inseguridad en Madrid es por los menas y los inmigrantes ilegales que ocupan viviendas, ahora que habiendo tan buenas clínicas privadas la verdad podrías rascar el bolsillo y te asocias a una y no tienes que esperar.😉|racist
229|229|@northenguy5 @bea_296 La conclusión es que los derechoides como Bea entienden que el mercado es malo cuando cancela al que hizo una broma sobre judios y cenicero hahahaha|non-racist
230|230|@observatorio14 Y ahora iros a llorar a decir que somos nazis, y vosotros judíos marcados y víctimas de un apartheid y la cantidad de subnormalidades que os contéis a vosotros mismos para dormir por las noches.|non-racist
231|231|@occidcomitatus Me puse a leer sobre él, y si bien el cartaginés me sigue pareciendo superior en cuanto a cruce por pasos montañosos respecta, el romano no deja de ser notable. Eso si, como quedaron él y los persas le dejó camino libre a los árabes de manera que ninguno de los 2 esperaba jajaja|non-racist
232|232|@okdiario Deporténlos a todos o los va a tener que intervenir la ONU y la OTAN. Todos los ecuatorianos, hondureños, negratas, gitanos, moros y magrebiés tienen que irse o España termina como Somalia en 15 años.|non-racist
233|233|@oliverdipillo @kranky86 Lo explicas perfecto Oliver, y la cuestión es que al final el problema es el mismo. Nosotros no tenemos los mismo ingresos que los ingleses o los árabes. Y los jugadores son contrarios a bajarse los salarios. Y en lo personal no me gustaría que los chinos o árabes compren el club|non-racist
234|234|@pablocasado_ Apoyar? En serio? 50 días sin dinero, crees que quieren visitas o soluciones! Les dan dinero a los menas y no a ellos! Esto es una broma o que!|racist
235|235|@pdazan Porque a diario entran inmigrantes ilegales por colchane, sin ningún control, creo que no está entarda de cómo están en la región.|racist
236|236|"@pliniolarocca @MarcArgent1878 Los jóvenes en los barrios de Barcelona quieren parecerse a los magrebíes, a los dominicanos y caribeños en general, para ellos no hay nada mejor que el tercermundista ""flow""."|racist
237|237|@plomoparejo Primera vez que ve una laptop y le tiene la mano cerca mas no la toca por que cree que CORROMPE al más fiel de los musulmanes. Jajajaja|racist
238|238|@policia A qué se debe tanto consejo sobre agresiones sexuales??? Es por el aumento de la inmigración ilegal y los menas?? Dónde están los agresores de la niña de Igualada?? Por qué no hablais claro??|racist
239|239|@portilla_montse Ah sí y también me dijeron que el Capitalismo y el Socialismo son inventos judíos para controlar todo, y que lo único que se opone a esto es el Nacional Socialismo, que si nos va llevar al paraíso. 😂🤡|non-racist
240|240|"@provivienda_org presenta el informe '¿Se alquila? #Racismo y #xenofobia en el mercado del alquiler' Alguna de las conclusiones👉""7⃣ de cada 🔟inmobiliarias discriminan a los inmigrantes no comunitarios que quieren alquilar una vivienda."" #ViviendaDigna🙌"|non-racist
241|241|@qypbvyhjcn Se paga con el dinero de Israel. Están los judíos muy involucrados en ello.|non-racist
242|242|@ralvarezdj @jorgehalperin Ah, Claro sos uruguayo, ahora se entiende todo. Pero en BAires había negros, muchos allá x el 1800.mitad de mí FLIA es uruguaya yo casi lo soy por lo q conozco sus aires de superioridad...viva Uruguay hermanos del alma, vecinos de CABA no tanto de las pcias|non-racist
243|243|@ranastur Que se jodan los moros|non-racist
244|244|@restre500 Quieren movida, que tengan cuidado con los sudacas👿|non-racist
245|245|@ricardoosegue19 Los negros no pueden opinar|non-racist
246|246|@rod22daiz @Mark74274260 @Ramon_AlvarezMM Madrid Ciudad racista donde pegan gays negros moros y noruegos|racist
247|247|@rtvenoticias @RTVECanarias ¿Y esas banderas funcionan cuando los inmigrantes ilegales violan en manadas? Parece que no, eh. Dejaros de gilipolleces y de gastar NUESTRO dinero en estas mierdas. Lo que funciona es un legionario con una metralleta en la frontera con Marruecos y disparando a todo el que pase|racist
248|248|"@rtvenoticias No he pedido que vengan, no los necesito, sólo dan gastos y problemas. En mi opinión los ""menas""sobran. Son un problema para sus padres y su pais. Que cada palo sujete su vela."|racist
249|249|@sanchezcastejon #PedroPinocho hace 4 días una manada de magrebíes le saltaron los dientes a una mujer, de una paliza. No te he visto quejarte. Solo defiendes a los gays? O es que alguien te ha insinuado que los agresores podrían ser españoles? Asco de #IzquierdaMiserable #SanchezTraidor|racist
250|250|@sanchezcastejon Centro de menores de Hortaleza, 50 magrebíes, 52 subsaharianos y 5 españoles. Pues si hablamos de las cárceles españolas ya ni te cuento. Esa es la recuperación, mantener delincuentes extranjeros|racist
251|251|@sanchezcastejon Estamos de acuerdo. Pero por qué no dices nada de la mujer agredida en la Puerta del Sol por una manada de magrebíes??. Doble rasero teneis los progres. Sinvergüenzas!!!!|racist
252|252|@sesnaola @JaimeColomaT Yo creo que las mentiras son de lado y lado, no nos veamos la suerte entre gitanos|non-racist
253|253|@sheresandra @Hermesj23 @MalenaPichon @DanannOficial Los terroristas de Isis son cristianos?. Son judíos?. O son musulmanes?.|non-racist
254|254|@simangeo A esa basura sionista les falta enseñar como confiscar los bienes de los propios judíos que no son sionistas, tal cual como lo hicieron con muchos judíos deportados de la Alemania Nazi con el acuerdo Haavara|non-racist
255|255|@simangeo Que cliché tan barato, intentando llamar feministas tontas a tu causa. Muy ridículo, porque HAMAS VICTIMIZA MUJERES y no es una inocente e indefensa mujer violada, es una organización jurada para matar judíos y destruir ISRAEL. No lo veras pasar. Tu alma seguirá atormentada !🤡|non-racist
256|256|@smallchicle Bueno los moros sois como los franceses pero sucios|non-racist
257|257|@suarez240308 @Victor65030337 @Libertulo @Alvisepf Es curioso, pues solo molesta si es magrebí. ¿Pero si es británico…? Pues son tan inmigrantes como los magrebíes. Los inmigrantes europeos cometen más delitos que los africanos. Recordemos quienes son los que detienen en las zonas de ocio nocturno en zonas como Magaluf. 🤷🏾‍♀️|racist
258|258|@tapiaco91 Todo eso viene de casa que es donde se le educa. Aqui en la comunidad una familia que tiene un poco más cholea a quien no tiene nada, yo llame la atención a los padres porque en lugar de llamar la atención se reian ayudando q el chico naturalice el #Racismo y #Discriminacion|non-racist
259|259|@tonigomezpe @IreneMontero El otro día dos magrebíes volaron y apalearon a una chica por llevar una camiseta de vox. No he visto a vuestra NINISTRA condenar esa salvajada. Ni a ninguna de vosotras.|racist
260|260|@unkaos @Alvisepf @guardiacivil Como los de ETA , indepes o los ilegales y menas?|racist
261|261|@ututo2000 Señor que dice! G.G.G. Cometió delitos de Lesa humanidad en plena pandemia sin comprar vacunas haciendo prevalecer un negocio. Los judíos no cometieron ningún delito 😡|non-racist
262|262|@valkiria642 Las personas normales no se reúnen en manada para realizar ese tipo de actos. Sólo los delincuentes y “algunos” extranjeros ilegales, que justificando sus culturas, quieren implantar en España 🇪🇸 sus leyes y sus costumbres. #LaÑEstaEnPeligro 👇🏼|racist
263|263|@veintimillapier No creo mucho que sean presos extranjeros y si lo son , son inmigrantes.|racist
264|264|@vikinguer93 @Kakunate @lady_sackville @pabloharour Hace poco hicieron un estudio y apenas el 3% de la población en Andalucia tenía adn con moros. No somos hermanos ni por asomo.|non-racist
265|265|@virusprogre A ver…..así os tendríais que poner con los menas, islamistas e ilegales Ku yo con los políticos que os están jodiendo vivos….ah !! Pero ahí callaos y tragáis a dos carrillos. Di mi opinión y punto.|racist
266|266|@vox_es @Jorgebuxade Ahora solo queda devolver a los menas a su país. Son responsabilidad de sus familias y del gobierno de Marruecos, no de los españoles. Se acabó la tomadura de pelo, fuera pagas y subvenciones, los españoles no estamos para mantener a los hijos de los marroquíes.|racist
267|267|@vox_es Claro, como parte de futuros VOTANTES del PSOE y PODEMOS...COLECTIVOS de DROGADICTOS ADOCTRINADOS CRIMINALES CASTROCHAVISTAS, OKUPAS, MENAS E INMIGRANTES ILEGALES QUE TRAEN Y ALOJAN POR TODA ESPAÑA..Y, que corren a darles nacionalidad, para que puedan votar, adivinen por quien?|racist
268|268|@voz_populi Azuqueca de Heneres. Donde el alcalde sociata ocultó la vi0lación de una manada de magrebíes a una niña de 13 años.|racist
269|269|@vxerocomunista @POZI1972 @Tomillar63 @Nothingislittle @ACV___ @Ytak___ @QuijoteNordeste @Crateroccator @SergioCastilln2 @MarcKlein_ @Jordi_Ferrer @moralanova @FerranAntaquera @RAGAFO1 @santsfree @SanchisEduart84 @ConqueridorI @andarellabcn @mestel9 @teuavlc @PeiBasque @vlc_JI @Juanma_Saez @Empezando51 @AbdonMesado @RBerenguerIII @Eskualdunak @CamposDeHierva @oscarignaciolu2 @dnicatala @Rubn85796025 @franxo45409610 @PositivaPersona @toniolet13 @jaime_martin1 @JosepNada @Fran62654601 @Ghandi1964 @PapaTeLoExplica @TomasPrez @marianpy1 @ceusyvenus @Sigamos1 @LuisCastell12 @Fouche_1793 @ROBOToni @RamonPonsD @lovenjaire @Ricard36385987 @dnai_ Donde sea ¿Tu no te pones nunca en una terraza y te pones a hablar cn cualquiera q se te sienta al lado d cualquier tontería? Aunque no lo conozcas d nada Los únicos q no entendían nada eran los pakis y los chinos.|non-racist
270|270|@yag6mi @denjikiut @drak69n nos cambio por alguno d sus inmigrantes seguro|non-racist
271|271|A esos menas sí que habría que MARCARLOS con un hierro caliente en la frente, para que todo el mundo sepa que son delincuentes, verdad @ristomejide ???|racist
272|272|A está perra flauta Hay que undirla nos están dejando una España llená de violadores y Menas.|racist
273|273|Abusan sexualmente de una joven en una céntrica plaza de #Valencia (protagonizado por dos magrebíes) #Feminismo|racist
274|274|Además de la mina de sal, Cardona tiene un bonito castillo del siglo IX. Es una de las fortalezas más importantes de Cataluña y su función principal era proteger la región del asedio de los musulmanes. #DescubreBarcelona #BarcelonaMuchoMas @BCNmoltmes @CardonaTurisme|non-racist
275|275|Agredís a los obreros destruyendo su empleo y encadenándolos a una renta mínima de por vida. Y destruís sus barrios convirtiéndolos en estercoleros multiculturales obligándoles a sufrir robos, agresiones, violaciones y okupaciones. No los defendéis, vosotros los maltratáis.|racist
276|276|"Ahí le agregamos la salsa a todo, acompañé con ""moros y cristianos"" como mencioné previamente faltó el aguacate que aún estaba verde."|non-racist
277|277|Al parecer, dos magrebíes fueron sorprendidos cometiendo un robo con violencia en #Pamplona y, aunque uno intentó escapar, finalmente fueron los dos detenidos por la Policía Nacional en colaboración con la Policía Municipal.|racist
278|278|Al ver este anuncio ...|non-racist
279|279|Alevoso como la policía de Trelew libera zona en pleno centro de la ciudad (especialmente cerca de la YPF de inmigrantes)|non-racist
280|280|Alguien eduque a esta señora en derechos humanos. Por gente así mandaron judíos a las cámaras de gas.|non-racist
281|281|Algunos cedidos de la Liga MX ganan entre 45.000 y 50.000 pesos al mes (2.000-2.281 USD). Lo máximo que pagan en la liga es 400.000 pesos al mes (18.200 USD). Y Leones Negros de Guadalajara pagaba a un jugador cerca de 200.000 pesos al mes (8.349 dólares).|non-racist
282|282|Algunos sectores políticos rumanos siempre se quejan de la minoría húngara. ¿Los que apoyan la reunificación se dan cuenta de que tendrían que tratar con identidad moldava (no todos se consideran rumanos), Transnistria y los gagaúzos apoyados por 🇹🇷-🇷🇺?|racist
283|283|Amorcito para los bloques negros 🖤 Fuego a la yuta 🔥|non-racist
284|284|Andalucía endurece las sanciones por infringir medidas sanitarias: ¡600.000 € por incumplir aforos!|non-racist
285|285|Aquí los “vulnerables” continúan entrenando.. Y tú, mira que no te dejes la mascarilla mal puesta. País dócil y aborregado.|non-racist
286|286|Brigitte Bardot incendia las redes: “El coronavirus es bueno, regula la superpoblación”|non-racist
287|287|Brutal paliza a un joven en Tarrasa para robarle el móvil: los Mossos buscan a un grupo de magrebíes|racist
288|288|Canarias es de los canarios, del resto de españoles que viven aquí, de muchos inmigrantes legales que han venido a ganarse el pan con el sudor de su frente. No es de los políticos, ni de los del1ncuentes, es del PUEBLO. Y el pueblo quiere vivir tranquilo. #StopInmigraciónIlegal|non-racist
289|289|Canarias 🇪🇸🇮🇨 Inmigración ilegal Gran Canaria. Santa Lucía de Tirajana. Vecindario. Tres marroquíes 🇲🇦 apuñalan e intentan violar a otros dos en Vecindario|non-racist
290|290|Cartagena. Vecinos denuncian continuos robos. Grupo de 5-6 magrebís. en ciudad y campo. ¿Dónde están la Policía y la Guardia Civil? Uno por otro, la casa sin barrer. Están identificando y multando a ciudadanos que pasean porque es lo que exigen sus jefes, estadísticas. #Basura|racist
