message|labeller_id|label
🔪 ➡️ Durante una transmisión en vivo de BFMTV desde la escena del crimen, puedes escuchar a la gente en los alrededores gritando y riendo. 📌 El ataque ocurrió en una pequeña ciudad en la periferia de París y está compuesta por una gran parte de musulmanes.|6|racist
Aena invierte más de 31 millones de euros en el control sanitario de pasajeros. En @transparentia_ te lo explicamos 👇🏼|6|non-racist
Intento de motín con cuchillos y tijeras en un centro de 'menas' en Gran Canaria|6|racist
"Cuatro huérfanos más por violencia de género en apenas 48 horas, cuyas familias siguen denunciando ""desamparo"""|6|non-racist
Un nuevo grupo de inmigrantes ilegales procedente de Canarias llega a Barajas|6|non-racist
Esto debería leerlo todo Ecuador. Es el mayor escándalo de imparcialidad de un comité electoral que vi. La elección de las 5 personas por el CNE tienen un sesgo anticorreista y de relaciones con medios y fundaciones financiadas desde EEUU terrible. #LasEleccionesVanPorqueVan|6|non-racist
Sánchez instala a escondidas 3 centros para inmigrantes en un municipio sevillano de solo 15.000 habitantes|6|racist
¡¡¡Felicidades!!! Los verificadores argentinos cumplen 10 años y tienen muchos éxitos que celebrar. Para Maldita son inspiración, aliados y amigos. ¡Larga vida a @Chequeado y enhorabuena a todo el equipo!|6|non-racist
Cuándo volveremos a una #sanidadparatodos #sanidaduniversal? Seguiremos luchando para conseguir que todos y todas tengamos acceso a unos derechos minimos!!!!|6|non-racist
Pere Aragonès firma el decreto que convoca elecciones en Cataluña para el #14F|6|non-racist
El Gobierno dejará a los musulmanes «finalizar el rezo en la vía pública» para «evitar alteraciones del orden»|6|racist
Repasamos las últimas noticias sobre brotes por #Covid_19 en España. Abrimos hilo. 👇|6|non-racist
PP y Vox denuncian la relación entre la fuga de inmigrantes en cuarentena y rebrotes de coronavirus|6|non-racist
🧼 ¿Cuánto tiempo debería durar el lavado de manos? Lo que tardas en cantar dos veces el ‘cumpleaños feliz’ 🎂👇|6|non-racist
Podemos exige en Cádiz la regularización inmediata de todos los inmigrantes ilegales en plena avalancha de pateras|6|non-racist
@HectorRivero3 Gracias de corazón, Héctor|6|non-racist
Muchos inmigrantes ilegales llegados desde África están contagiados y son puestos en cuarentena. Niños con autismo y terapeutas fueron obligados en Cartagena a desalojar su centro para que que lo ocuparan los ilegales. 📢 #MotivosParaLaMoción|6|racist
@muna_mnshira La que va repartiendo amor y prejuzga a la gente sin conocer nada de su vida. Que fácil me resulta quintaros la careta “amorosa”|6|non-racist
Adelante Andalucía exige que los andaluces paguen la justicia gratuita de los menas y presos de la comunidad|6|racist
Ultimátum de los musulmanes: si no hay clases de Islam en las escuelas, irán a los Tribunales|6|racist
Un bulo asegura que el cofundador de Microsoft, Bill Gates, es el culpable de un brote de poliomielitis de origen vacunal en África. ❌❌ Es FALSO|6|non-racist
"Vox reprende a Podemos Cádiz por pedir la regularización masiva de inmigrantes ilegales: ""Llamáis a las mafias"""|6|non-racist
Fuga de inmigrantes ilegales con síntomas de Covid-19 de un centro de acogida en Cádiz|6|racist
"El Gobierno trasladará esta semana a la península a ""varias decenas"" de migrantes del CETI de Melilla @DefensorPuebloE @ACNURspain y otras ONG lo han pedido ante la sobreocupación de las instalaciones"|6|non-racist
📻 El cierre de comercios chinos en Madrid, los bulos sobre el Ingreso Mínimo que crean el caos y las mentiras sobre el #Orgullo2020 y las mascarillas ❌ Todo esto en #MalditaLaHora, nuestro podcast semanal para que no te la cuelen ¡Ya disponible aquí! 👇|6|non-racist
⚫ Un policía malagueño muere por Covid tras custodiar a inmigrantes ilegales, alguno de ellos contagiados, en Canarias. Cuando regresó a Málaga no le hicieron PCR e ingresó en el hospital 2 días después. Así trata el Gobierno a nuestros policías. #DEP|6|racist
🇵🇹 Portugal ordena el confinamiento del 70% de su población a partir del 4 de noviembre. Sólo se podrá salir de casa para actividades imprescindibles como trabajar, ir al colegio o comprar.|6|non-racist
Más de 1.700 denuncias el pasado fin de semana en el País Vasco por incumplir con los protocolos contra la #Covid_19.|6|non-racist
"Así regularizaba a inmigrantes ilegales un red con papeles 'a la carta': 9.000 € por un ""pack"" de adopción"|6|racist
Que dice la Ministre Portavoza del Gobierno que los vuelos de Canarias a la Península se lo costean los inmigrantes. Ah bueno.|6|racist
Hoy son las #Elecciones2020 en EE. UU. y no vamos a dejar que te lo pierdas 😉🗽 Únete con @Nanisimo en nuestro #Instagram para conocer las claves del día y cómo se desarrolla la jornada electoral 💥 Ya en directo aquí 👉 #EEUUDecide|6|non-racist
¿Te llegan remedios, advertencias, avisos, audios, vídeos e imágenes sobre el #coronavirus que no te cuadran? 🤔 Nosotros las verificamos por ti 🔎 Envíanoslas a nuestro chatbot de Whatsapp 📲 +34 644 229 319 y él las comprobará 👇|6|non-racist
❌ ❌ No, inhalar eucalipto no previene ni elimina el COVID-19. @Lore_Baeza desmiente en @DebatAlRojoVivo un #fake más sobre remedios para acabar con el coronavirus.|6|non-racist
Identificadas las tres jóvenes que agredieron a una pareja de inmigrantes en el Metro de Madrid|6|non-racist
▶️ Una manada de menas queman contenedores y linchan a dos Mossos d'Esquadra en Pallejà (Barcelona)|6|racist
🇲🇾 El ex primer ministro de Malasia afirma que «los musulmanes tienen derecho a matar franceses»|6|non-racist
🔴Polémica en Irlanda por unas imágenes donde aparece un joven blanco siendo apuñalado repetidas veces por jóvenes negros como supuesta venganza por George Floyd. Se está promoviendo el #IrishLivesMatter como protesta por estos hechos.|6|non-racist
☝️De INTERÉS para todos aquellos Españoles parados, empresas arruinadas ETC...👉 📢Los Chiringuitos y los inmigrantes están de enhorabuena 👌 165 Millones de euros‼️ 📌MÁS EFECTO LLAMADA 👍 #StopInmigraciónIlegal #ESPAÑABRELOSOJOS #LaÑEstáEnPeligro|6|racist
#InaugurationDay en Estados Unidos 🇺🇸 Todo listo en Washington D.C. para la investidura de Joe Biden y Kamala Harris. @Nanisimo explica en @DebatAlRojoVivo las claves de la ceremonia. En este vídeo 3D te damos todos los detalles:|6|non-racist
#MalditaTeExplica 👨‍🏫 El impacto psicológico de la vuelta a las clases después del confinamiento: ansiedad y miedos que pueden manifestarse de forma distinta según la edad 👇|6|non-racist
España en 2020, donde se desahucia en una noche de pandemia a una familia con niños y no pasa nada.|6|non-racist
El SAMUR de Madrid atenderá a personas sin hogar en las estaciones de metro|6|non-racist
Carmen Calvo llama xenófoba a la Junta de Andalucía por rechazar los traslados ocultos de inmigrantes|6|unknown
Bad Bunny ten piedad que estamos en cuarentena.|6|unknown
Dos 'menas' agreden con barras de hierro y machetes a tres menores tutelados|6|racist
Además de su relación íntima con la cúpula del Opus Dei, es muy conocido por la asiduidad de sus visitas al Valle de los Caidos para rezar junto a los suyos.|6|non-racist
El hotel de 4 estrellas de Almería para inmigrantes en cuarentena llegó al 72% de ocupación en Navidad|6|racist
🔴Así operan para atracar a las personas mayores. Este tipo de robos son los más frecuentes entre MENAs, que ya han provocado muertes. En otras ocasiones las víctimas se resisten y son incluso agredidas de forma salvaje.|6|racist
Todavía os quedan 40 minutos de charla super rica. Sin inscripción ahora mismo en directo.|6|non-racist
🇺🇸 Joe Biden ya ha elegido a su candidata a la vicepresidencia: Kamala Harris, senadora por California. ¿Qué significa esta decisión? ¿Por dónde van a ir los ataques de Donald Trump al binomio Biden-Harris? Mañana lo analiza @Nanisimo en #SoloenAmérica ¡Aquí un avance! 📹👇|6|non-racist
🛑PremiáDeMar Decenas de vecinos, hartos de la creciente inseguridad en la zona, han acudido a la vivienda ocupada por unos jóvenes inmigrantes. Hace unos días, 3 individuos violaron en grupo a una mujer en esta localidad y desde hace semanas una ola de robos asola la zona.|6|racist
"El ""dudoso trato humanitario"" de Sánchez y Marlaska con los inmigrantes enviados a Granada"|6|non-racist
Sobre desinformación sobre las minorías religiosas en España y cómo combatirla hablaremos esta tarde a las 18.30 en un evento online. 🗨️ ¡Contesta a este tuit con tus preguntas para que las resolvamos en el encuentro! Puedes seguirlo aquí:|6|non-racist
Sánchez manda a cientos de inmigrantes ilegales de Canarias a Málaga y Sevilla ¡sin informar a la Junta!|6|racist
💉 Estos son los políticos que se han saltado la cola de la vacunación contra la #COVID19 Te lo explicamos en @transparentia_ 👇|6|non-racist
"Aunque casi todas las cuentas terminan en 8 dígitos, señal de creación masiva de cuentas falsas, nos fijamos en la matriz que comienza por ""alejand"", encontramos más de 700 cuentas. Cuentas con esta matriz también fueron utilizadas en México, Argentina, España, Chile, Venezuela.."|6|non-racist
Detenidos dos marroquíes por violar a una asistente social de un centro de menas|6|racist
Talayuela: el pueblo extremeño donde la tensión entre vecinos e inmigrantes se dispara por el Covid|6|non-racist
Montero busca su 'caso Floyd': encuesta a inmigrantes africanos para acusar a la Policía de racista|6|racist
📍ARRECIFE (Canarias). ➡️560 inmigrantes llegan desde la noche del jueves. 🤬Vienen a integrarse y desde el primer día andan buscando trabajo 🤬 ‼️Esta situación es sumamente INSOPORTABLE‼️ #StopInmigraciónIlegal #LaÑEstáEnPeligro #LevantandoEspaña|6|racist
Caixabank estima que la morosidad subirá hasta el 5% a finales de año|6|non-racist
#RadarCOVID: Toda España usará la app de rastreo desde el 15 de septiembre. Te lo explicamos:|6|non-racist
⚠ Aumentan un 600% los delitos en Casa de Campo y la Policía lo atribuye a un centro de menas. Los políticos y tertulianos progres que se empeñan en negar la evidencia son los mismos que jamás querrían que abriera un centro en sus barrios acomodados.|6|racist
Los agricultores apuntan a los inmigrantes ilegales como los generadores del descontrol|6|non-racist
"📌 @joseluisescriva : ""En el ejemplo migratorio, comenzamos a trabajar con @EASO (European Asylum Support Office). Evaluarán nuestro sistema durante 6 semanas. Hay que introducir en la administración española esa evaluación por parte de entidades externas. "" @inclusiongob"|6|non-racist
@el_ovejass @PedroACruzSnch1 Hay una organización que se dedica precisamente a eso, en buscar un hogar para la integración de inmigrantes con familias españolas. Les paso tu Twitter con mucho gusto.|6|non-racist
❌😷 Qué no debemos hacer cuando llevamos puesta una mascarilla 👇|6|non-racist
Residencias, fiestas familiares y trabajos precarios: los escenarios de los brotes que preocupan a Sanidad vía @eldiarioes|6|non-racist
EL Sáhara declara la guerra.|6|non-racist
🧔🏿 Virus racista: se vuelven negros y luego mueren|6|racist
"Andalucía se cansa y pide por carta al Gobierno que avise ""con antelación"" de los traslados de inmigrantes"|6|non-racist
Llegan 41 inmigrantes ilegales más a Motril en la madrugada de este lunes|6|racist
Sentía que había hecho las cosas bien cuando a principios de año había planificado con mis colegas bastantes conciertos a los que ir a lo largo de 2020. Tenía las entradas de todos. Salió MAL.|6|non-racist
▶️ #VÍDEO․ ¡Los rumanos que queremos! Un inmigrante rompe la puerta a martillazos y recupera su piso okupado|6|racist
La alegría de un grupo de 60 inmigrantes ilegales argelinos quedando en libertad en Almería sin PCR|6|racist
Andalucía y Murcia, enfrentadas con el Gobierno por la cuarentena de inmigrantes|6|non-racist
Fuerteventura rechaza el realojo de inmigrantes en hoteles de la isla ordenado por el Gobierno|6|non-racist
La Policía busca a más de 35 inmigrantes que emprendieron la huída tras alcanzar Cádiz en patera|6|racist
Cinco inmigrantes marroquíes apuñalan a un taxista para robarle y, ya que están, violan a la pasajera|6|racist
Recopilamos las principales noticias sobre brotes por #Covid_19 en España. Abrimos hilo 👇|6|non-racist
Las medidas de Ayuso y Aguado contra el Coronavirus: ✅ Contratar curas para hospitales ✅ 4,5 Millones € a la tauromaquia ✅ Ir a Misa y casas de apuestas ✅ Cerrar Parques ❎ Mejorar transporte público ❎ Contratar rastreadores ❎ Más personal sanitario ❎ Más profesores|6|non-racist
Que no llegue el 15 de mayo de 2021 y tengamos que recurrir a El País o La Razón para que nos cuenten qué fue y para qué sirvió aquella lucha. Ayúdanos a hacer posible #15Mpodcast en @goteofunding: @SuNotissima @patriciasimon @galapita @PDLI_|6|non-racist
#NovedadesBOE Los viajeros procedentes de zonas de riesgo tendrán que presentar obligatoriamente una PCR negativa realizada en las 72 horas antes de entrar a España. Te contamos los detalles de la medida 👇|6|non-racist
🔴Decenas de islamistas infiltrados en la Policía francesa. Entre los 150.000 policías franceses hay varias decenas de de musulmanes radicalizados, que un servicio especial intenta «detectar» y «neutralizar». Esto va a explotar.|6|racist
Aquí los datos desagregados de la reducción de la pobreza en ámbito rural y urbano.|6|non-racist
Si el temporal asusta, imagina vivirlo a bordo de una patera. En esa situación están treinta y cinco personas desde esta madrugada, entre ellas un bebé. Vidas en peligro en nuestro mar de Alborán. #SOS|6|non-racist
Si quieres conocer más campañas de desinformación y como combatirlas, súmate al canal de Pandemia Digital.|6|non-racist
Ya lo veis... Una locura de cartel ¡se están acabando las plazas!|6|non-racist
🛑Pero lo importante es legislar para llamar ‘MENAs’ a los MENAs porque estigmatiza.|6|racist
Un candidato de JxCat pide encerrar a los españoles en centros de internamiento de inmigrantes|6|non-racist
"Asociación Marroquí exige que los inmigrantes ilegales estén en libertad y llama ""racista"" a España"|6|non-racist
Fíjate el nivel de racismo que una imagen de negros en una piscina de Maspalomas ya es suficiente para soltar mierda. Parece que cuando hacemos algo que no es estar desnutridos, ser maltratados por la policía o morir en una patera, automáticamente somos unos privilegiados.|6|non-racist
🏦 Te explicamos los dos casos por los que el Congreso de los Diputados puede hacer caer al Gobierno.|6|non-racist
🦠 Sanidad registra 23.480 nuevos casos de #Covid_19 desde el viernes, de los que 2.099 se produjeron en las últimas 24 horas. Las muertes en los últimos 7 días son 366.|6|non-racist
Cataluña es la segunda región de España que más menas acoge. En VOX nos comprometemos a clausurar los centros de MENAS y acabar con todo tipo de subvención pública a inmigrantes ilegales. 📢 Queremos #BarriosSeguros|6|racist
Zarzuela confirma que Juan Carlos I está en Emiratos Arabes Unidos|6|non-racist
Más de 200 inmigrantes tratan de salir en barco desde Santa Cruz de Tenerife con rumbo a Huelva|6|non-racist
"""Se fueron cantando el cara al sol tras apuñalarlo y reivindicaron su muerte, por qué tanto problema en señalar a los fascistas"", hablamos con Jany Collado y @rafamoles, de ""La mort de Guillem"", asesinado por la extrema derecha en 1993. Mañana aquí:"|6|non-racist
Le hemos puesto una base de rap, a ver si así les parece delito. El #fascismo NO es alegría.|6|non-racist
"📺 @ivanedlm ""Si España pusiera un control en sus fronteras, habría menos inmigrantes arriesgando la vida alcanzando nuestras costas""."|6|racist
"@Hache_Berlin primero hice el análisis... vi cientos de gamers poniendo cientos de mensajes, entonces me acordé de este vídeo, que ya lo conocía de antes, es un fragmento del último documental sobre Steve Bannon, muy recomendable para entender su ""guerra cultural""."|6|non-racist
"El partido demócrata inicia el trámite del segundo #impeachment contra Donald Trump, esta vez por ""incitar a la insurrección"". Emilio Doménech (@nanisimo) explica aquí cómo se llegó al asalto al Capitolio."|6|non-racist
El Ministerio de Sanidad certifica que Salvador Illa no ha recibido la vacuna contra el coronavirus a través de @eldiarioes|6|non-racist
Los de Teresa Rodríguez afirman que los inmigrantes ilegales aportan más al Estado que lo que reciben|6|racist
Almeida cede el edificio de La Ingobernable por 50 años para abrir un museo judío vía @eldiario_Madrid|6|non-racist
🇮🇹 🇫🇷 Italia y Francia refuerzan su frontera y crean una brigada franco-italiana para frenar el tráfico de personas inmigrantes. ¿Adivinen donde van a ir con mayor intensidad si cabe?|6|racist
🛑Más de medio centenar de muertos en dos ataques de presuntos yihadistas en Níger. Lo que nadie te cuenta es que esos ataques van dirigidos especialmente contra los cristianos. Porque la vida de los negros les importa cuando hay intereses de por medio|6|racist
"¿Qué sabes de #Centroamérica? ¿Solo te vienen a la cabeza estereotipos? Estrenamos #OtrasMiradas (@OtrasMiradasLAT), una red de medios por el periodismo independiente en la región, coordinado por @patriciasimon. Primera entrega: ""Tecnoautoritarismos"" 🎧"|6|non-racist
¿Qué mensajes -y sobre todo, a quién- están enviando Trump y Biden en sus anuncios de camapaña? ¿Qué relación tienen con los debates electorales? @Nanisimo lo analiza en este #SoloenAmérica 👇🇺🇸📹|6|non-racist
El efecto llamada de Sánchez: las costas de Canarias reciben una media de 147 menas al mes|6|racist
Los inmigrantes de dos nuevas pateras 'toy' llegan a Algeciras este domingo|6|racist
Así quedan en libertad los cientos de inmigrantes ilegales que llegan a Andalucía cada semana|6|racist
📌 Catalunya reduce a partir de la semana que viene las cuarentenas de contactos estrechos con un positivo de 14 a 10 días. Varios países y regiones plantean recortar las cuarentenas ¿Es posible? @marioviciosa lo explica en @DebatAlRojoVivo|6|non-racist
Más de 100 magrebíes intentan en el puerto de Melilla colarse en un ferry. ➡️ Varios guardias civiles heridos. ✴️Hay que ponerse en su lugar, están locos por llegar a España y pagarnos las pensiones 🤦🏻‍♂️🙆🏻‍♂️ #FueraInmigraciònIlegal #LaÑEstáEnPeligro|6|racist
El próximo 23 de septiembre Torra se sentará de nuevo en el banquillo por desobediencia tras haber sido ya condenado en una ocasión por este mismo delito Vía @pronostika_|6|non-racist
"Alberto Garzón, en @ObjetivoLaSexta: ""Estamos preocupados desde el principio por el precio de las mascarillas, estamos explorando opciones"""|6|non-racist
Alarmantes datos en Canarias: la llegada de inmigrantes por mar crece un 1.019% este 2020|6|racist
🇲🇽 México analiza si una nueva variante de la #Covid_19 ha aparecido en Jalisco. 🇫🇷 Francia suma 360 muertes en un día y 11.200 hospitalizados en una semana.|6|non-racist
Instagram: Laura Matamoros muestra sus heridas tras una excursión accidentada|6|non-racist
Ya está publicado el informe sobre el asalto a la democracia en Ecuador a través de las redes sociales. Estos días iré desgranando la campaña de odio y mentiras a través de publicidad y miles de cuentas falsas contra @Ecuarauz. Link descarga en @_CLACSO :|6|non-racist
"""Lo que nos une como diáspora es que estamos todos fuera y compartimos la experiencia de haber sobrevivido”, dice la armenio española Luiza Grigoryan. La voz de Armenia en España durante la guerra en #NagornoKarabaj"|6|non-racist
‼️ Se dispara la cifra de inmigrantes ilegales en Canarias: más de 2.500 en 58 cayucos el fin de semana. El Gobierno no hace nada porque las consecuencias de la inmigración ilegal no las sufren ellos, las sufren los españoles en sus barrios. Por eso VOX exige #FronterasSeguras|6|racist
Hallados los cadáveres de tres inmigrantes en una playa de Almería tras el naufragio de una patera|6|non-racist
OPINIÓN ✍️ Federico Armenteros Ávila, presidente de la Fundación 26 de Diciembre reflexiona sobre el papel de las personas mayores en la sociedad.|6|non-racist
Las llamadas al 016 aumentan un 41,4% durante la pandemia, aunque en mayo bajaron un 4,5% respecto a abril|6|non-racist
👉La web Migrar con Derechos pone a disposición del público un amplio volumen de textos legislativos, jurisprudenciales, bibliográficos, impresos y formularios , noticias... 📌Se consultó, desde 191 países, 3 millones de veces en el mes de agosto de 2020 .|6|racist
🔴 Noelia de Trastámara: “Se ha multiplicado hasta un 500% la entrada masiva de inmigrantes respecto a años pasados” Entrevista para El Correo de España.|6|non-racist
@DANIROVIRA Que buena noticia, quizás la primera del 2020. A disfrutar, vivir e implicarte por las cosas que te importan como has demostrado hasta ahora...|6|non-racist
‼️⚠️ Canarias, cerrada para los turistas y abierta para las pateras. La llegada de inmigrantes ilegales a las islas ha crecido un 500% en 2020 ante la pasividad del Gobierno. Más de 1.000 llegaron el pasado fin de semana. 📢 #MotivosParaLaMoción|6|racist
La aplicación #RadarCOVID registra medio millón de descargas en dispositivos con sistema Android. En Newtral analizamos las luces y sombras de la app de rastreo de #Covid_19 en España.|6|non-racist
"""En el futuro habrá políticos que deberán dar explicaciones sobre su rechazo de las migraciones. Pero no les importa porque solo están preocupados por el rédito electoral inmediato"""|6|non-racist
📌 Baleares registra 75 nuevos contagios y una tasa de positividad del 6,62%.|6|non-racist
‼️💸 El Gobierno dilapida 300.000 euros al día para alojar 6.000 inmigrantes ilegales en hoteles de lujo de Canarias. 75.000 pensionistas españoles valen menos que los invasores africanos que meten aquí.|6|racist
🛑El Gobierno destina 16,4 millones para atender a 'menas' en Canarias, Ceuta y Melilla. Y a ti, pequeño empresario, que ya arrastras la ruina, te suben la cuota de autónomo. Cuando las colas del hambre, ya dan varias vueltas a la manzana.|6|racist
"El capitán de Los Pumas, suspendido por sus chistes racistas: ""Linda mañana para salir a pisar negros"""|6|non-racist
📌 Melilla prorroga 15 días el cierre de la hostelería y lo amplía a salas de juego y museos. 📌 Bajan los fallecidos y los contagios en Extremadura, pero los ingresos rozan los 400.|6|non-racist
➡️ @jalloul_hana se ha reunido en Sevilla con @macarflo, viceconsejero de la Vicepresidencia de la Junta de Andalucía. Entre otros asuntos, la S. E. de Migraciones ha abordado las medidas en materia migratoria tomadas durante el estado de Alarma por la SEM. @inclusiongob.|6|non-racist
"🧑🏿‍🦱Los GRS han tenido que volver a Mogán (Gran Canaria) en menos de dos semanas después de su marcha al ""dispararse"" de nuevo las incidencias calificadas como graves o muy graves protagonizadas por inmigrantes que el Gobierno mantiene alojados en los complejos hoteleros."|6|racist
Una de cada 10 #COVID19 graves se debe a anticuerpos 'rebeldes'. @marioviciosa te lo explica 👉|6|non-racist
Las solicitudes de asilo caen a 130 en los meses de abril y mayo frente a las casi 40.000 del primer trimestre de 2020 Tampoco se concedieron nuevos permisos por razones humanitarias durante el Estado de Alarma por #COVID19 👇👇|6|non-racist
En @maldita_ciencia No, la gripe no mata más que la COVID-19 y otros bulos y desinformaciones sobre esta enfermedad y otras patologías 👇|6|non-racist
Hoy hemos estado en La Barceloneta. Los separatistas y la izquierda han decidido acudir para acosar a los vecinos que acompañaban a VOX. Como siempre, se ponen del lado de los menas y de los criminales reincidentes que han convertido su barrio en una pesadilla.|6|racist
#EditorialCrudo: El partido antes conocido como PP.|6|non-racist
Eh, eh, eh! Hoy, doble combo de #HISTORIA: Las Sufragistas y El Cid, ganar batallas después de muertos. Con @PutoMikel y @herstoricas. Empezamos a las 10:00.|6|non-racist
¿Qué son los agujeros negros errantes?|6|non-racist
Un estudio sugiere que la combinación de dos fármacos reduce a la mitad las muertes en los casos más graves de COVID-19 vía @eldiarioes|6|non-racist
Se dispara la cifra de inmigrantes ilegales llegados a Andalucía: ascienden a 50 sólo este sábado|6|racist
- Maria Ladenburguer. -Susanna Feldmann. -Marrisa Shen. -Mia Valentín. -Diana Feldmann. -Jean Dussine. -Hala Albarhoum. -Maria Feldmann. -Maria L. -Lynda Kinkade. -Alexandra Mezher. -Ebba. Nombres de algunas de las chicas asesinadas en Europa por inmigrantes/refugiados.|6|racist
📻 En nuestro podcast #PlataoPlomo analizamos la actualidad y política a través de las mejores series y películas. ¡Dentro audios! 🎙️ #DíaMundialdelaRadio|6|non-racist
Te contamos las razones por los que se presentaron las otras cuatro mociones de censura de la democracia: 📌 1980 📌 1987 📌 2017 📌 2018 Todas terminaron en fracaso, menos una. ✍️|6|non-racist
Obviamente no es en Núñez de Balboa.|6|non-racist
Dinero para mantener a los menas, sustentar chiringuitos ideológicos, y gastar en asesores y coches oficiales, no falta. Pero para los autónomos y trabajadores españoles a los que han buscado la ruina, nada de nada. 📢 #MotivosParaLaMoción|6|racist
🚨 La situación es insostenible. Las agresiones y los robos de los menas del PSOE y de Podemos no cesan. ¿Cuánto tardará el marqués de Galapagar, desde su mansión protegida por muros y policías, en llamar racista a este vecino de Casa de Campo? ¡Fuera menas de nuestros barrios!|6|racist
Se llamaba Eleazar Benjamín Blandón Herrera|6|non-racist
En Canarias sólo hay 26 agentes Frontex: se limitan a entrevistar a inmigrantes ilegales|6|racist
🔴 Imágenes de anoche: un numeroso grupo de inmigrantes del CETI de Melilla reclaman su traslado a la Península. Segundo día consecutivo de dichas protestas.|6|non-racist
"❌ La teoría de la conspiración que decía que Trump se iba a dirigir a la nación como presidente para ""contarlo todo"" y ordenar al ejército detener a la ""elite"": no sucedió nunca 👇"|6|non-racist
@ingravito Gracias a vosotras por hacer música con el corazón. Un abrazo. ❤️|6|non-racist
🇪🇸 Comunicado de un restaurante sobre lo vivido en su local durante la protesta de los inmigrantes del asentamiento ilegal de Albacete. Todo mi apoyo.|6|racist
@cinecea @maldita_es ¡Hola! Gracias por escribirnos, lo miramos. No le des tus datos personales si no te fías.|6|non-racist
Es la primera vez que alguien me demanda en mi vida. Un orgullo que haya sido alguien de VOX por desmontar sus mentiras, le falta la razón, pero le sobra el dinero. Pretenden callarme metiéndome miedo. Lanza la piedra y esconde la mano. Ya se lo dijeron sus vecinos.|6|non-racist
@Luis_Endera @janogarcia_ Solo es una de las cientos de miles de cuentas que tienen este patrón de difusión. Muchas son cuentas recuperadas que tenían otra actividad anteriormente|6|non-racist
Kiko Matamoros desvela lo que nunca ha querido contar de Makoke|6|non-racist
Diego Matamoros hace esta confesión sobre los padres de Carla Barber|6|non-racist
#GRÁFICO Pacientes en la UCI, con fecha de ingreso en los 7 días anteriores, desde el fin del estado de alarma. (Fuente: Ministerio de Sanidad).|6|non-racist
Una investigación de @amnistia comprueba que las personas mayores en residencias han sufrido hasta cinco violaciones de derechos humanos durante la pandemia. Te lo explicamos 👇|6|non-racist
Succession', una serie sobre poder, ambición y familia en torno a uno de los grupos mediáticos más grandes del mundo, ha sido galardonada con el #Emmys a la 'Mejor serie dramática'. #NewtralPodcast #PlataoPlomo|6|non-racist
▶️ @Santi_ABASCAL, líder de la resistencia frente a la invasión: 'Deportación masiva de los #inmigrantes ilegales' 🇪🇸💚 @vox_es|6|racist
No sé qué respeto puede merecer uno de los mayores difusores del Plan Kalergi, una de las mayores teorías racistas de nuestro tiempo y que básicamente considera como un plan malvado y orquestado la existencia y la presencia de personas no blancas en Occidente. En fin.|6|non-racist
🔴 Última hora: NO ingresarán en prisión. Los 9 jóvenes llevaban dos años esperando este día, aunque no todo son cohetes: se mantiene la condena, que sienta un precedente histórico al criminalizar por primera vez el salto de la valla. No fue un juicio justo:|6|non-racist
“Somos gitanos humildes, pero muy señoritos” Los flamencos Israel Fernández y Diego del Morado hablan de amor, de la Biblia, de Camarón y de cómo los gitanos se reconocen entre ellos en una nueva entrega de #HablemosRápido. Por @MariaVillardon ✍️|6|non-racist
Otro super fichaje, es nuestra compañera @patri_macias_ que viene a reforzar el área de periodismo como coordinadora. Profesional con una gran carrera internacional sus espaldas, es brutal tenerla con nosotras. 💜|6|non-racist
Camacho y Mesa han pasado de participar en HT que tenían cientos de miles de tuits en horas a recibir 200 tuits e apoyo en una semana. De tener miles de RTs a apenas unas decenas. Durante la semana del golpe sus cuentas crecieron más de 100.000 seguidores.|6|non-racist
🇪🇺💉 La EMA recomienda ahora extraer 6 dosis de cada vial de la #vacuna de Pfizer-BioNTech en lugar de 5.|6|non-racist
"🔴🔴🔴 YA EN DIRECTO: ""La luz nos pasa factura""."|6|non-racist
59 inmigrantes con coronavirus se fugan en Murcia|6|racist
🔴 #ÚltimaHora ¡Alerta máxima! 10 inmigrantes infectados por Covid escapan de la Plaza de Toros de Melilla|6|racist
La Cruz Roja de Almería, desbordada: llegan 120 inmigrantes ilegales en varias pateras con mujeres y niños|6|racist
Llegan a Almería dos nuevas pateras con 26 inmigrantes ilegales|6|non-racist
OKDIARIO entra en el campamento de El Lasso donde Sánchez va a hacinar a los inmigrantes en Canarias|6|non-racist
Está nuestro compañero @marioviciosa en @DebatAlRojoVivo analizando las mutaciones del virus de #COVID19 que han surgido en el mundo.|6|non-racist
#Nospreguntáispor... las exageraciones y afirmaciones sin prueba del mensaje sobre qué “mata” los riñones. Esto es lo que sabemos. 👇|6|non-racist
Poco después del golpe de estado en Bolivia diputados de VOX y periodistas de OkDiario viajaron a Bolivia con el objetivo de generar noticias falsas contra Podemos y Evo Morales. Incluso Hermann Terstch participó en la Rueda de Prensa del Gobierno golpista|6|non-racist
Quedan solo 30 días para sacar adelante el #15Mpodcast: una serie de 10 capítulos sobre para qué sirvió aquella lucha y qué queda. Un podcast que será de todas y de nadie, como el #15M. Hazlo posible en @goteofunding:|6|non-racist
La realidad es que es incontrolable toda la gente que participe en las manifestaciones y hechos violentos, pero de lo que si hay rastro es de quien las convoca, y todas estas convocatorias son públicas en grupos de telegram de extrema derecha y pseudonegacionistas.|6|non-racist
