|text|target
628|"Cuatro pobres que vienen en patera??? 🔥🔥🔥 Cuatro hdp que vienen a vivir a cuerpo de rey...

Que cabreo dios santo"|1
629|@navedelmisterio LAS ONG se financian con cada inmigrante ilegal que llega a las costas de Europa. Entregan pasaportes falsos, nie falso y medios para poblar, trabajar y reunir dinero para pagar a las ONG su viaje a Europa. España va a utilizar bel modelo de Turquía.|1
630|@se_anma_mo1TW Para este gobierno vale más un inmigrante que no aporta nada y consume, que un trabajador español que produce y cotiza. Odian a España y a los españoles, que somos quienes les mantenemos en sus cargos oficiales.|1
631|"https://t.co/jhVUfrl295 Y ahora vas y dices que la integración está cerca.
MENAS a su país, no tenemos que mantener hijos de otros.🗣👇"|1
632|@navedelmisterio LAS ONG promueven el mercado de esclavos en Europa. Cada inmigrante recibe una pensión, trabajan y cobran en negro. Aportan un porcentaje de sus ingresos a la ONG que los trajo a Europa. Mercado de Esclavos patrocinado por las ONG en toda Europa.|1
633|"Que me digan xenofobo o racista por tratar de delincuente a un inmigrante que comete delito,es lo mismo que me digan clasista o discriminador por tratar de delincuente a un pobre  que comete delito 
Zurdolandia totalitaria neo comunista progre,solo ve inmigrantes y pobres buenos"|1
634|Si yo me llamase mamadou y viviese en Mauritania viendo todo lo que dan en España ya hubiese venido en patera, puto gobierno|1
635|@PiliCancela @sanchezcastejon Nuestros riñones pagan las vacunas, vuestros sueldos, los hoteles y los cursos de surf a los inmigrantes ilegales, la manutención de los menas, vuestras compras de material defectuoso, los carteles chorras de la ministra de Desigualdad, y el Falcón. https://t.co/6AalIxU5Cj|1
636|"@PiliCancela @sanchezcastejon Las pagamos todos los que estamos legalmente y pagamos impuestos. Los Inmigrantes Ilegales y los Menas NO. Para enfatizar..que lo intentáis tapar. 
#IlegalesNo https://t.co/zmeXe3iUbH"|1
637|El tiro que le pegaría por negra de mierda https://t.co/l8I1oqrr52|1
638|"La banda de la ONU....y se quedan tan panchos.
Los que sean Menas de vuelta a su patria y que cargue con ellos su gobierno, el resto a reventarse haciendo trabajos sociales 👇🏻

https://t.co/ynLnUuhuZs"|1
639|"A este gob.... le interesa más
*la muerte,q la vida d los viejos y d ls q van a nacer
*los ilegales y los menas,o sea ls parásitos,q los pobres camioneros atrapados en Inglaterra
*los okupas y garrapatas q no pagan impuests, q la clase media q les paga los sueldos...
SON BASURA!!"|1
640|@CONOLTDA @euge2145 @gene_llerena Leo a inmigrante con visa vencida que salió de Chile vuelve x paso ilegal Así de fácil Pero +grave es que sujeto pretende que proceso p/lograr definitiva debe continuar Controlado al salir. Percepción de nulo control en fronteras y facilidades p/quedarse de esta gente impresiona|1
641|"500 ILEGALES en 3 días. Todos a hoteles. Estaban deseando levantar el campamento de Arguineguín para que los canarios no viéramos los miles de ILEGALES que vienen a vivir del cuento.

Salvamento rescata a otra patera con 32 magrebíes al sur de Gran Canaria https://t.co/h3GatRGKUo"|1
642|@PiliCancela @sanchezcastejon Que si que si, pero porque nos empezáis a ponérosla vosotros e insistís tanto en que nos la pongamos? Como no me vas a contestar zorra estúpida me contestaré yo mismo por ti: Porque queréis acabar con los Españoles y darle el país a vuestros niños de la patera|1
643|La banda sonora de Sons of Anarchy te dan ganas de matar a un inmigrante latino.|1
644|"Sí, así es. Van a vacunar antes a los menas y a los "" ""turistas"" de patera que a tí, currante. https://t.co/IbIiPvMzyT"|1
645|Mirad los comentarios jajaja que pais de locos. Si hubiese venido en patera le hubiese nombrado conde de Mallorca por lo menos y hubiesen desahuciado a Nadal para darle su casa https://t.co/G2VFblIvyR|1
646|"@bea_fanjul Exactamente exacto.
Según Ábalos la sociedad que quiere este gobierno para España :
Delincuentes, Traidores e individuos afines.
Si no perteneces a uno de estos grupos (o si eres inmigrante ilegal tb vale) te toca oír su retahíla de trolas y cerrar el pico."|1
647|"Y ahora vas y dices que la integración está cerca.
MENAS a su país, no tenemos que mantener hijos de otros. 
VOX VOX VOX                                 https://t.co/kresjqIkDP"|1
648|@PiliCancela @PSOE La inmigración ilegal lleva a los guetos, explotación, delincuencia marginalidad, si tan de acuerdo están con ella,la solución es que acojan en su casa a un inmigrante ilegal le den formación,comida y techo, si no lo hacen, demagogia barata de charlatanes.|1
649|@PiliCancela @PSOE Otra vez el día del inmigrante pero si fue la semana pasada y la anterior 🤣🤣🤣|1
650|Y encima yo para ir trabajar al hospital a Galicia parezco una puta inmigrante ilegal de la cantidad de papeles que tengo que llevar para pasar. Pero bueno supongo que como está gente no es famosa no os interesa decir nada.|1
651|"Soooo stupid...
Entrando en patera tendría un 4* por la cara https://t.co/I7GkZNsb4B"|1
652|@Mara67092723 @Alexis_Rescue Los traen en barco nodriza hasta casi la costa y los suben en la patera, dan aviso y a recogerlos. Es mas rentable que la droga.|1
653|@RubenSanchezTW También se es daltónico si llegas en patera te alojan en hoteles con gastos pagados, sin eres español y te quedas en la ruina, te jodes.|1
654|@thejavigx1 @luisabinader @pelegrinc Como dominicano q no tiene intención de irse a vivir a otro país de inmigrante extranjero. Prefiero #Patria o #Muerte el pdte @luisabinader sera responsable d la situación q se generé a RD🇩🇴 por obligar a los dominicanos a convivir con #Haitianos ilegales. https://t.co/97PMzSJixO|1
655|@avante_hispania El buenisimo es genocida. Inmigrante ilegal: O se van o les deportamos. Este no es su sitio. Nos va la vida en ello. Cuestión de supervivencia. Sin racismo ni acritud.|1
656|@CruzRojaBizkaia @CruzRojaEsp Si avisar avisar, no valla a ser que vuestros niños de la patera les pase algo.|1
657|@MariaMonteroTFE @inclusiongob @CruzRojaLP Propongo no recibir un inmigrante ilegal más mientras exista un español en situación de riesgo o de calle.|1
658|@blaslopezcc @TwitterSeguro Vino en PATERA y vive de atemorizar a los demás. Muchas gracias por el apoyo|1
659|@rouco64 Estoy por pillar una patera y llegar a Canarias!!! Es la única manera de pasar unas vacaciones gratis y olvidarte del coronavirus|1
660|@alguien_neutral @JRhodesPianist ¿Gratuidad? Esa vacuna sale del IRPF de esos obreros de derechas, no la regala Pfizer por Navidad. IRPF que no te pagan ni okupas, ni Menas ni manteros|1
661|"@CapitanBitcoin Y las empresas cerrando, los autónomos en la ruina.

Y los inmigrante surfeando las lágrimas de los españoles.

PAGAMOS TODOS."|1
662|@kikimu13 Quizás escribe en idioma inmigrante|1
663|@AdaColau En Barcelona el orden será :Menas, Okupas, CDRs, gentuza en general,..etc etc..…................. y si sobran, policías!|1
664|robado no se, pero hijo putativo si, además de ser un inmigrante y que nació de una relación sexual extramatrimonial, pero lo taparon diciendo que fue fruto de su madre con un palomo. https://t.co/EDx6NkNGpd|1
665|@ViiLoki Le he dicho que se deje de tonterias, que venga en patera si quiere entrar sin PCR.|1
666|"@sanchezcastejon A saber que le habreis inyectado a la pobre señora.
Con suerte será como en el Hospital Universitario de El Paso. que inyectaron nada, por que ni se movia el embolo de la jeringuilla.

Si quereis menos covid empezad por no dejar entrar infectados en patera. PAYASOS"|1
667|@YoM_5 Por algo el otro día aprobaron la ley de la eutanasia. Ahora a aplicarla y a aligerar la carga de las pensiones de los jubilados para poder traer Menas. Menudos HDLGP!|1
668|"@Bobores Además el plural es panfleto izquierdistas q me estás contacto igual q pueblo el confidencial el país etc 

Lo de los menas o los adultos q violan y quieren a chicas españolas y ha salido y es verdad 
Cuentalo anda pero como son ilegales pues no se dice 
Se os ve el plumero"|1
669|"@Bobores Claro q si y tú eres el q dice la verdad y el no y los q no son de izquierdas pues tampoco jajajaja😂😂😂😂 

Di lo de las manadas de los menas violaciones o intentos eh!!!
Te callas por la mierda del buenismo, 
Eres periodista pues hablalo hipócrita y sabes q es cierto q ocurre"|1
670|@echeoqueai11 @fjconpe El inmigrante legal es el que viene con papeles y sigue todos los pasos legales  con paciencia y el ilegal se salta todos los pasos y llega invadiendo.|1
671|"@vox_es Sólo les importa al gobierno los ilegales que entran en patera, ya si eso que a los nuestros les ayuden otros. Panda de Sinvergüenzas.
#GobiernoDimision
#GobiernoDeInutiles"|1
672|Las dos tienen partes bonitas y partes feas. Las dos tienen menas. Pero me quedo con Barcelona. Aunque el 90% de las dos ciudades dan pvtisimo asco realmente https://t.co/CMSvikrhnu|1
673|@AlertaZeta Por las pintas juraría que son MENAS (da igual el país ni cuándo leas esto)|1
674|@eledhmel Yo vivo en Barcelona y con la Colau todo lo malo ha subido hace cosas que sólo las entiende ella y sus okupas, estamos llenos de okupas, manteros y MENAS que roban y violan, pero a estos las feministas no dicen nada, será porque son extranjeros. Estamos artos de esta tipeja.|1
675|En Madrid sin ir mas lejos ennel barriondenhortaleza desde que los menas subvencionados campan a sus anchas a subido un 500% la delicuencia. ¡¡¡¡ deportacion ya!!!!|1
676|Alguien sabe donde esta la cruz roja? O solo ayuda a los que navegan en patera? https://t.co/HLLNmfDW3n|1
677|A los pelotudos que defienden a la plaga inmigrante, los invito que acojan unas cuantas familias haitianas , a ver si los siguen DEFENDIENDO cuando orinen en sus árboles y defequen en el jardín.....@jesuitaschile @HeraldoMunoz @mbachelet https://t.co/dJe6SpMURt|1
678|"@Naty_Patriota @marioepunan Que pena lo que lograron, al dejar entrar tanto inmigrante,
no los soporto y eso me convierte en racista !! Antes si necesitaban trabajo por día los ayudaba Pero ahora lo único que quiero es que se vayan de mi Chile. Gracias gordi y heraldo por tener un puesto en la ONU y $$$$"|1
679|@Tesadepaso @Vadodecaza1 @sanchezcastejon Pues que realojen a los menas cerca de los colegios de sus hijas... ya que les gustan tanto, no tendrán reparo en que las miren|1
680|Pobres argentinos, Yo lo mandaba en una patera ligeramente pinchada https://t.co/8jYaL7fqjB|1
681|Le he preguntado a mi sobrino qué quiere ser de mayor, me ha dicho que inmigrante ilegal. Estos críos cada día son más listos.|1
682|@aleiok No. Si lo digo porque los fachas lo consideran español por ser inmigrante Rico. Hay algo peor que un norteamericano blanco, se llama sudamericano blanco|1
683|Polonia manda el ejército a Inglaterra para ayudar en lo posible a los camioneros de su país, España como no son inmigrantes ni van en patera pone a su ayuda un número de teléfono de una embajada que no mueve ni un dedo por los españoles,  si no son políticos.. @sanchezcastejon|1
684|"@eldia No entiendo algo.

Solo ayer llegaron en patera más inmigrantes que dosis de la vacuna."|1
685|@Castro_Mas_Cota @JoaquinSrg Para eso te tienes que pintar con betún y justificar que viniste en patera.|1
686|@Vadodecaza1 @OpinadorProfes4 @sanchezcastejon A mi no me dieron un € por los libros de mi hija q valen un dineral, esta gente con 2 q tenga les dan los libros gratis. Así vamos, al final la gente estallara con tanto inmigrante q vive mejor q el español. Es intolerable.|1
687|@Vadodecaza1 @OpinadorProfes4 @sanchezcastejon Y tanto impuesto q pagamos q sea para darles subvenciones a esta gente, es vomitivo. Somos la vergüenza mundial con estas formas de actuar. Cuando más trabajador, más te roba el estado, cuanto más vago e inmigrante, más te dan.|1
688|@ElltimoTemplar1 Entre okupas,  menas y moros se esta poniendo bonita Barcelona .|1
689|"Ahora q un inmigrante ilegal asesino a una mujer en una cita de tinder.
Que dirán?"|1
690|@MurcianoUn Al final me meto en una patera yo y que me traten asi, que vergüenza!!!!!|1
691|@AndaluciaVox @AndaluciaJunta Vigilar las vacunas que aunque sea un cuento chino valen dinero que no se las vayan a poner lo que no cotizan y vienen en patera ojo al dato que aquí no estamos para pagarle a todo el mundo la estancia en hoteles que ya se han gastado cientos de miles de millones para nada|1
692|@oag3010 @Martin_AFdez ¿Eso es todo lo que tienes que decir? He conocido suficientes sicarios, menas, traficantes y lúmpenes para saber que lo que afirmo es cierto, pero los gilipollas acomplejados como tú preferís observar la realidad de lejos en vez de enfrentarla.|1
693|Salvamento rescata a una patera con 32 magrebíes al sur de Gran Canaria https://t.co/X6Kav72oFn|1
694|@PabloEchenique @PascualPanico Toda la razón, Ayuso. Esos 4 casos han llegado por Barajas, responsabilidad de AENA, y por tanto, del des-gobierno, al cual perteneces, inmigrante defraudador.|1
695|@GonBernardos Hombre, si no hay dinero para eso. ¿Cómo es que hay dinero para MENAS y organizaciones feminazis? ¿Cómo es que el Estado obtiene cada vez mayor riqueza? ¿No habría que cobrar IRPF a los actuales pensionistas que cobran más de 1.500 euros?|1
696|Si en lugar de camioneros fuesen negros en patera ya estarian en España. Camioneros no os olvideis de la liquidación del IVA del próximo trimestre.|1
697|@Vadodecaza1 @sanchezcastejon Y después tu hijo tiene que usar gafas, y a pagarlas de nuestro bolsillo. Y si necesita ortodoncia, a pagarla de nuestro bolsillo. Que la sanidad pública va lenta, pues a buscarte sanidad privada, también pagada de nuestro bolsillo. Pero a los menas que no les falte de nada!!!|1
698|@marca93134716 @elmuycastigado @ignaciopozo @Grace51160615 Si vienes en patera, el gobierno te ponen hotel|1
699|Los menas son los niños mimados de la Generalitat..os sorprendería saber las prebendas que se les dan..con nuestro dinero... https://t.co/k6Hz8u83XD|1
700|"Ya nos quieren enseñar las nuevas normas de la dictadura. Si eres un ciudadano español de los que les pagan el sueldo a todos los que nos están jodiendo la vida, ATENTO 
Si eres inmigrante ilegal, okupa, o político que dicta ordenes ilegales esto no va contigo, tu a lo tuyo https://t.co/67oebKEsiu"|1
701|"#LaEspañaDeSánchez
Un inmigrante robando a un anciano, Barcelona
#YoConAlvise 
https://t.co/9GgUzcVaFw"|1
702|Francia menas atracando a un anciano acompañado de menores 😡|1
703|@paatrilopeez @Ferodser_07 @_elenabarcelo Patri, estoy casado con alguien que fue de las juventudes socialistas. Yo voto a vox, tres de mis mejores amigos son gay y lesbianas, el racismo lo sufrimos de parte de los que vienen en patera exigiendo derechos por serlo. Si te das cuenta, el problema eres tú y la gente que...|1
704|"#Reflexiones""

¿Eres consciente de que para que haya tantas ayudas para tanto inmigrante y tanto lobby tienen que subirte los impuestos a tí?

@vox_es #quoteoftheday"|1
705|@EmbSpainUK @CGEspLondres Vergüenza...moved el puto culo y como poco repartir mantas , comidas, ropa...como se hace con cualquier inmigrante ilegal que llega a nuestras costas hora si y hora también, que asco de verdad|1
706|@JuliaMorenoR @FrayJosepho El peor alcalde con diferencia, Barcelona está hecha un estercolero, okupas, manteros, menas, yonkis ladrones,, es lo que a traído esta incompetente, dimite, no sirves, y las empresas yéndose, gracias a esta, y no dimitió cuando los atentados|1
707|@PaulArtist2020 Ningún inmigrante, del país que sea, es aporte si es una carga social.|1
708|@abc_es Tranquilos, los menas y las pateras nos sacarán de la pobreza.|1
709|@eledhmel @Fatxerio1 Qué casualidad! Justo lo que ha estado pasando con los ilegales... no hay sitio en los hoteles por si un español o un inmigrante legal necesita pasar unos días fuera de la ciudad donde radica.|1
710|@clintjoselint El zurderio le dice “migrante” pero es inmigrante ilegal.|1
711|@out_chile ¿Quién fue el indio negro inmigrante asqueroso hijo de remil putas que dijo que nosotros los Argentinos somos racistas?, la concha negra de la lora de tu madre 😡😡|1
712|@ilyKelz chingas a tu madre inmigrante|1
713|@PauloHerreraT1 @clintjoselint @NavarroGenta Los progres le llamán migrante, pero en verdad es inmigrante ilegal.|1
714|"DUDA SERIA:

Si un inmigrante ilegal golpea a un violador ¿Se podría considerar como una secuela de Alien Vs Depredador?"|1
715|@Sayo_P75 todos tenemos derecho a vivienda luz y comida. y yo que no tengo? tengo qie ser gitano traficante? okupa o venir en patera?  venga hombre que vas por la cañada real y el que no tiene un porche tiene un mercedes. las casas son una mierda y no hay servicios basicos xq no les han|1
716|@chilezuela1973 Ya estoy chata de tanto inmigrante, hoy en la feria me dicen, casera los limones están caros porque los haitianos casi se adueñaron de la vega, cuando llegan los camiones ellos compran todo y nosotros tenemos que comprarles a ellos todo más caro, son peligrosos,casi una mafia|1
717|Luego los #haitianos van a estar haciendo o mismo, lastima que los delitos de los seres de luz son ocultados por la prensa chilena, tampoco aparecen los pañuelos morados cuando el autor de violencia contra la mujer es un inmigrante https://t.co/ZG4FDAK59Q|1
718|@laotracronopia Porque es inmigrante así que la izquierda lo tiene que proteger ya que hace conflicto con sus agendas progresistas.|1
719|Detectados nuevos grupos violentos de ex MENAS que se disputan territorios con bandas latinas: https://t.co/tjjIjf9UsG|1
720|@policia Mientras vosotros soltáis esta gilipollez de video, los vecinos del Barrio madrileño de El Batán estamos acojonados por las bandas de cabrones moros delincuentes, menas y no menas que nos roban y nos agreden. Payasos|1
721|"@SuperRoStar Sabes multiplicar? Son 1000 € por 160 horas de trabajo

 Otro comunista mas inculto 

Prinero @PabloEchenique  no sabia los números romanos

Ahora el inmigrante este no sabe usar la calculadora 

Algun rojo preparado?"|1
722|"Autónomos del turismo, hostelería, ocio nocturno, cerrando... Otros cumpliendo medidas nuevas para poder seguir...
¿Y en los hoteles patera fiestas subvencionadas? 
Este último año, España parece una película de los Monty Python. https://t.co/CfYGKWxROp"|1
723|pagado por todos los españoles.Otro día más durmiendo en la calle españoles mientras los llamados menas comen y duermen caliente y los rumanos gitanos con todo pagado por lo menos en Asturias,hasta cuándo vamos a seguir dejando los españoles que nos sigan vendiendo?|1
724|@GirautaOficial ... y yo me pregunto, ¿por qué a todo inmigrante ilegal se le asigna, con los datos que proporcione, un NIE temporal (3 meses) para que pueda circular libremente por España, pra búsqueda de trabajo, y en caso negativo deba volver a su país de origen como se hace en otros lugares?|1
725|"Un días os cuento historias reales de gente que ha cotizado cuarenta años y se está comiendo migas para la sepultura.

Que luego los menas son buenos... os invito a pasar una noche en un centro juvenil, vais a ver qué festival de gentuza circula ahí. Es que no sabéis. Yo sí sé."|1
726|"Nos está quedando una España, preciosa...
Importas delincuentes, tienes delincuentes... No hay más...

Y las policías se deben adaptar a esta delincuencia importada, con personal, material, formación, amparo judicial y un nuevo modelo policial @PoliciaSXXI https://t.co/l4u1PY3y5O"|1
727|Diles que si no les da vergüenza multar y joder a gente por respirar o conducir mientras hay por ahí gentuza ocupando casas y menas violando españolas. https://t.co/lkVAqclWVM|1
728|Por favor no quiero ni un inmigrante mas, tenemos demasiados y el país no aguanta uno más https://t.co/HyyEpAhR0f|1
729|"@Macarena_Olona A menos que vengas en patera claro está, hotel gratis, voluntarias y si quieres ir a la península ¿Quién te lo va a impedir? 

Anarcotiranía en estado puro."|1
730|@ChismeDeFamosos Mucha droga dura, armas y venezolanos ignorantes. Solo miseria inmigrante de la más baja calaña.|1
731|Viendo la Gala Inocente Inocente, estoy flipando con la pobreza que hay en España,miles de familias españolas con hijos sin poder llevarse alimentos a la boca, luego miles inmigrantes ilegales en hoteles de lujo en Canarias,miles de millones invertidos en Menas #galainocente2020|1
732|@eurovisionfire Ánimo.  Di que eres inmigrante y no tienes carrera,  así tendrás un 50 % de posibilidades de que te cojan antes|1
733|"MENAS: Detectados nuevos grupos violentos de ex menores no acompañados que se disputan territorios con bandas latinas | Inmigración ilegal https://t.co/Ewh4HLyprP"|1
734|"@guineuIndepe @Francis08290311 @JuanCar62112712 @Jcarlosalvcab @CasaReal Soluciones hay muchas. 
Hablábamos de lo que aportan.

Pongamos que ganan 600 en negro. 
(Otros 400 mínimo evadidos)

Gastan 300 en un piso patera(otros 200 evadidos)

Con otros 300 comen.
IVA: 10%, aporte, 30 euros.

Y barra libre de servicios. Desde médico a policía. 
Aporte?"|1
735|"Me temo que estos no han venido a pagarnos las pensiones ni a enriquecernos multiculturalmente:

Detectados nuevos grupos violentos de ex MENAS que se disputan territorios con bandas latinas: https://t.co/H5z0TuKUYc"|1
736|@OlgaPatriaVOX @vox_barcelona Los que idean esos carteles son los primeros que, cuando les okupan la casa, corren a la primera comisaría implorando ayuda. Deberíamos dar sus direcciones a todos esos buenos muchachos que, desnutridos, están llegando en patera, diciéndoles que, en esa dirección, está su casa|1
737|En este año 2020, han entrado cerca de medio millón de inmigrantes para residir en España y algo más de cien mil personas de orig. inmigrante se han marchado. A este ritmo, en aprox. 15 años la población de orig. inmigrante alcanzará la mitad de la población española.|1
738|Tanto daño hace el inmigrante ilegal que entra en patera, como el que entra en avión, no es tanto el como llega,que también, sino la ilegalidad que conlleva su estancia en nuestro país, fenómeno incontrolado al que debemos poner freno #ESPAÑASENOSVA|1
739|@ivanedlm Yo soy conciente de mi propia realidad, las dos veces que me han atracado de forma violenta a punta de navaja han sido inmigrantes marroquies, para ser exactos MENAS. Esto me paso a mi. El 100% de veces que he visto mi vida amenazada ha sido a manos de inmigrantes menores de edad|1
740|"Nuestros ""nuevos niños"" se integran perfectamente. Da gusto la multiculturalidad.

Detectados nuevos grupos violentos de ex MENAS que se disputan territorios con bandas latinas: https://t.co/WdeVVyQyiv"|1
741|@Mikaa_viglione @Dr_GaIIardo Bien que para que una negra de mierda como vos se quede embarazada hace falta que alguien sin utero te llene el tuyo de leche.|1
742|@FroilLannister Si llegais en patera y fueraís de color os daban hasta hoteles, pero como pagais impuestos no os dan ni agua. Lo llaman progreso..|1
743|@JOASCA1 @Carlos77811495 Inmigrante si tú país no va bien, lucha por él, pero no vengas aquí a exigir lo que no tienes en el tuyo, ni a criticar ésta nación.|1
744|"A los menas q no les falte de nada....  A los  nuestros.. Los dejamos tirados en la frontera 
No olvidéis votar al Psoe 

#PSOE141añosMintiendo 
#PSOEruina

https://t.co/3ln0YGszm5"|1
745|Parece que la multiculturalidad se les está atragantado en Bilbao...no les molan los menas...no os preocupéis si solo roban, agraden a indefensos, y se hacen amos de las calles, nada a lo que no estéis acostumbrados y aplaudais en homenajes subrealistas.|1
746|@azota_progres @CruzRojaEsp Si no es inmigrante ilegal Cruz Roja no tiene hotel para que no pasen frio, el dinero está reservado para quien viene en patera. Y las fiestas que se organizan son exclusivas para inmigrantes ilegales también.|1
747|Este gobierno podemita solo les importa los presos de ETA,los presos Indepes,los ilegales,los okupas,los imputados x corrupción,los pobres menas,los enchufados familiares y amigos todo los k no pertenezcan a esos colectivos no son ciudadanos bien vistos !!!!!! https://t.co/av9heosVDf|1
748|"@libertaddigital Illa, y con los los MENAS¿cómo irá?¿También registraremos a los q no se vacunen para hacer un seguimiento?
Ah! q no tenéis NPI d dónde van cuando los soltáis y ya si eso cuando el rebaño y tal...se inmunizarán o lo q sea.
Es lo q tiene el descontrol en la frontera, Illa."|1
749|Una inmigrante que ha venido a firmar proyectos sin estar titulada y a quitarnos el curro a los españoles https://t.co/2PMoMGxfDK|1
750|@FroilLannister Se ve que como no son camioneros de patera no son de interés para el gobierno.|1
751|"Okupa en la isla, 48 años, con este ya son dos intentos de violación.

Parece el prototipo ideal de inmigrante que quiere la izmierda.

Tranquilos, seguro que termina pagándonos las pensiones. Es que lo veo clarinete, neng!."|1
752|os podeis ir todos a cuba o venezuela... os pagamos el billete y que os den por culo alli. A echemierdas una patera. Sin lujos que es vuestro IronMan. https://t.co/rQBGoxWK73|1
753|@Motard8559 @ElSrDerecha Espero que Vox entre pronto al Gobierno. Y siendo inmigrante a estos los detesto!  Si vienes a un país te adaptas y sino a tu puta casa #VoxExtremaNecesidad #España #SanchezDimision|1
754|"Esto qué dice lJone Goirizelaia lo van a aplicar también a los chavales autóctonos?????

¿O es que aquí sólo tienen derecho a desarrollar un proyecto de vida los MENAS?!!"|1
755|"o caerá esa breva.
Aquí cada vez somos más los que estamos hasta los... Pero lo irónico es que te lo dicen en privado, en público se callan. Además es ese silencio de miedo al qué dirán.
Entonces los menas todavía pueden seguir tensando la cuerda."|1
756|@veintimillapier Y a qué coño se espera a meterlos en una patera y remolcarlos a marruecos y que se los coman allí que de allí vienen.|1
757|Inmigrantes de patera campan a sus anchas en el país, haciendo lo que les viene en gana, sin PCR y asaltando al q se les cruce. Pero a ti te van a fichar si no te pones una vacuna sin el desarrollo que habitualmente tienen las vacunas antes de salir al mercado.|1
758|@Rinpoch3 Creo que es una patera, porque siempre va lleno de negros.|1
759|@PiernasAlLomo @chichoterremo19 @ImLeoFCB @BarcelonaBde @DonShelby_ ¿Muy patético? Patético es meter la economía de una país en un tema de fútbol, entiéndelo, inmigrante. Títulos internacionales que ni Dios los conoce, gana algo importante y te crees potencia futbolistica, ¡animal!|1
760|"@rrddmm87 @8oz7gjpnyt19yqd @mulier_33 @NetflixES @IrantzuVarela Una duda:
- Si una mujer tiene miedo a llegar sola a casa por la noche, usted lo achaca al machismo inherente a la sociedad.
- Si yo, hombre, tengo miedo a cruzar una barriada gitana o un barrio con un centro de menas... ¿sería igual de paternalista o me acusaría de racismo?"|1
761|"Detectados nuevos grupos violentos de ex MENAS que se disputan territorios con bandas latinas. 
LO QUE ESTAMOS ALIMENTANDO MIENTRAS ESPAÑOLES DE BIEN PASAN NECESIDAD.
 https://t.co/NAFExMBWld"|1
762|"@Sonia19854 Pues a ver si así se sanea un poco la zona.
Más jóvenes normales y menos menas.
🏴󠁧󠁢󠁥󠁮󠁧󠁿#MañosConVox🇪🇦"|1
763|@hermanntertsch Barcelona es el paraíso para menas, inmigrantes ilegales, salafistas, okupas, golpistas, terroristas, criminales, violadores, delincuentes...|1
764|"@josewwwcl @GODPorSiempre La izquierda les dice “refugiados”, “seres de luz” o “migración filete”.
El inmigrante cumple sus obligaciones y viene con todos los requisitos en regla. El que entra ilegal, delinque o parasita del estado es un INVASOR."|1
765|"@CHVNoticias Expulsion inmediata.  Basura inmigrante colocando en riesgo a la población Chilena.

@GobiernodeChile Pónganse los pantalones y deporten de inmediato..."|1
766|@tereveret Por cada patera de moros y negros mandamos una llena de gitanos y a la tercera son los africanos los que cierran las fronteras.|1
767|Los MENAS, cuando dejan de ser MENAS, cuantas falsificaciones tienen que vender para pagarnos las pensiones?|1
768|"Tener una comunidad inmigrante que no se integra a la cultura del país es mantener al enemigo en casa.
Cualquier parecido con gitanos y chinos no es casualidad."|1
769|@cid_lauri ¡¡¡ FUERA DE NUESTRA ESÑAÑA ESTE ATAJO DE VAGOS Y MALEANTES DE MENAS Y LATINOS PANDILLEROS.¡¡¡|1
770|@cid_lauri FUERA DE ESPAÑA TODA ESTA GENTE PELIGROSA DE MENAS Y PANDILLAS LATINAS ¡¡¡ FUERA TODOS ¡¡¡|1
771|@HrHijas @Chusbrave Pero si entran en España en patera verás que no les faltatará de nada (ni clases de padel surf)|1
772|@castillo_monten @Tabarnesandaluz @luchicarmen @CabreraDeMar Bueno..desde mi punto de vista , el 15 m y el 1-0 han contribuido , el gobierno de colau también.. de 300 manteros a 4500, menas argelinos y magrebies en todos los barrios, hasta el punto q el ensanche izq es casi como raval, una violacion cada 2 días solo en el clínico..|1
773|"Otro chollo mas que como inmigrante NO me estoy beneficiando, vale ya! no es justo!
Quiero mi chalet!
Mi paguita!
Y mi harén de gente guapérrima! https://t.co/UePWSS6tA1"|1
774|@Ferry_009_ @zandeer_ @YokoShian95 Okey inmigrante de mierda https://t.co/uEJlTLJHu4|1
775|Pobre menas, expulsión ya!!! Gentuza!!! @Defensagob mira lo que estáis consiguiendo con vuestras políticas todos marroquíes. @voxbaleares @ADTMALLORCA @ConselldeMca @consell_pp necesitamos más policía ya!!! @goib @DefensorPuebloE @ajuntpalma @TurismeBalears|1
776|@pepeluspain Está a tiempo de tenerlos. Eso sí, si simula venir en patera ni lo piense; esos tienen barra libre para delinquir, por aquello de la no discriminación y racismo.|1
777|La España que nos merecemos ➡️ Detectados nuevos grupos violentos de ex MENAS que se disputan territorios con bandas latinas https://t.co/LBSmDCvseh|1
778|"Entonces para que cojones estamos metiendo tanto inmigrante que supuestamente nos pagará las pensiones? La mentira tiene las patitas muy cortas.

https://t.co/fIC720gG9y"|1
779|@leuhsa FUERA DE CHILE TODA ESTA CHUSMA INMIGRANTE.|1
780|@UnaAlienada Escribe un punto si te está apuntando con una pistola un inmigrante ilegal o algo|1
781|"Nos va a quedar una España preciosa multirracial.
Eso sí al que más le toque estás bandas cerca, que vaya a protestar al maestro armero.
O sea al punto y la i.

Detectados nuevos grupos violentos de ex MENAS que se disputan territorios con bandas latinas: https://t.co/hIg05K1iiG"|1
782|@phantom6726 ay mana.... ese país está perdido, vendé tus propiedades y te vas de inmigrante a España.|1
